,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
1058,75.5,230,77.0,32.0,11,17,6,11,9,6,11,11,7,14,11,16,17,7,10,19.522,7.159,14.183,0.572,1.909,4.727,0.404,5.249,9.452,0.555,3.297,3.728,0.884,1.045,5.114,6.159,0.636,1.728,0.067,1.364,2.069,5.932,11.516,6.228,1.638,2.725,0.888,1.274,0.697,2.226,4.044,0.55,2.137,4.137,0.517,59.988,60.214,8.204,3.455,8.591,0.478,1.296,4.25,0.305,2.159,4.34,0.497,0.159,0.273,0.582,0.795,1.409,0.564,1.206,2.658,0.454,2.2,1.9,4.2,0.617,0.333,0.263,3.8,18.4,11.1,3.7,2.9,0.2,7.9,25.6
1059,78.0,235,81.0,28.5,8,11,16,10,14,14,13,12,17,10,11,10,17,10,12,12.083,4.444,9.722,0.539,1.583,4.501,0.352,2.861,5.224,0.548,1.61,1.973,0.816,0.749,2.611,3.36,3.361,1.195,0.333,1.943,1.778,4.22,13.051,3.222,1.446,1.89,0.889,1.085,0.819,0.695,1.53,0.454,1.249,2.611,0.478,42.073,42.17,5.029,2.194,5.777,0.435,0.637,2.499,0.255,1.557,3.278,0.475,0.443,0.752,0.589,0.417,1.054,0.396,0.695,1.471,0.472,2.5,3.2,5.7,0.57,0.463,0.203,3.7,14.7,8.9,30.9,2.9,1.5,15.5,26.8
1060,77.5,205,81.0,31.0,9,10,10,12,9,3,16,5,13,12,16,8,11,6,10,10.648,4.324,8.676,0.505,0.108,0.541,0.2,4.217,8.137,0.518,1.892,3.433,0.551,0.758,1.702,2.46,2.567,1.079,0.027,4.217,2.379,-9.542,9.0,4.215,1.621,2.891,1.405,2.162,0.65,0.704,1.134,0.621,2.109,4.838,0.436,46.697,46.676,7.161,3.108,6.81,0.526,0.947,3.0,0.316,2.163,3.81,0.568,0.866,0.945,0.916,0.379,0.514,0.737,0.918,2.35,0.391,-2.0,0.7,-1.3,0.523,0.062,0.396,3.6,8.1,5.8,23.1,2.3,0.1,29.3,28.1
1061,73.5,190,75.0,29.0,8,14,9,18,9,10,10,9,14,6,18,13,20,9,12,9.976,3.5,8.5,0.479,1.137,3.729,0.305,2.365,4.773,0.495,1.84,2.612,0.704,0.818,2.611,3.429,1.319,1.408,0.023,1.16,1.41,7.888,11.633,2.682,1.137,2.046,0.523,0.771,0.678,0.818,1.863,0.439,1.021,2.137,0.478,48.45,48.157,6.795,2.865,7.068,0.481,1.069,3.294,0.325,1.796,3.772,0.476,0.295,0.387,0.762,0.591,1.046,0.565,0.909,2.341,0.388,0.6,0.3,0.9,0.517,0.439,0.307,3.7,11.8,7.8,7.9,2.9,0.1,10.7,20.1
1062,76.5,210,80.0,32.5,10,16,13,15,11,5,10,17,15,11,13,14,6,15,11,14.521,5.025,11.864,0.524,2.387,7.339,0.325,2.637,4.524,0.583,2.091,2.454,0.852,1.023,2.067,3.09,4.751,0.978,0.067,2.113,1.933,12.636,14.035,3.137,2.999,2.023,0.771,0.955,0.807,0.797,1.251,0.637,1.068,2.32,0.46,48.608,48.383,8.684,3.5,8.342,0.52,1.682,4.478,0.376,1.818,3.865,0.47,0.797,0.91,0.876,0.09,0.204,0.441,0.932,2.751,0.339,3.8,0.4,4.2,0.561,0.619,0.207,4.4,9.1,6.7,31.2,2.0,0.3,14.0,27.2
1063,77.5,235,78.25,28.5,6,11,14,8,6,12,13,17,5,16,7,10,10,16,11,6.903,2.512,5.828,0.563,1.538,3.368,0.457,0.977,2.464,0.397,0.342,0.465,0.735,0.342,1.78,2.122,0.318,1.146,0.097,0.879,0.951,-2.34,16.802,1.219,0.708,0.633,0.146,0.22,0.664,0.463,1.121,0.413,0.365,1.122,0.325,33.403,33.436,4.805,1.928,4.829,0.498,0.951,2.389,0.398,0.975,2.44,0.4,0.22,0.367,0.599,0.316,0.537,0.588,0.438,1.536,0.285,-0.5,0.1,-0.3,0.572,0.578,0.08,2.1,12.0,6.9,3.2,3.4,0.5,12.7,18.5
1064,77.5,210,81.0,31.0,5,13,12,13,8,8,12,5,7,10,12,14,12,5,11,7.34,2.683,5.22,0.596,0.853,2.366,0.361,1.826,2.855,0.64,1.123,1.341,0.837,0.538,1.12,1.658,0.78,0.879,0.05,0.781,0.902,2.901,11.597,2.195,0.806,1.048,0.512,0.61,0.839,0.585,0.977,0.599,0.731,1.269,0.576,29.26,29.097,4.171,1.706,3.951,0.527,0.755,2.0,0.378,0.951,1.951,0.487,0.17,0.195,0.872,0.171,0.462,0.37,0.609,1.292,0.471,0.1,1.0,1.1,0.632,0.453,0.257,3.9,8.6,6.2,8.7,3.0,0.3,11.8,20.1
1065,75.0,215,78.25,28.0,12,9,8,9,8,5,11,10,13,14,12,8,7,8,11,8.367,3.024,7.709,0.422,0.463,1.854,0.25,2.56,5.854,0.437,1.854,2.463,0.753,0.416,1.291,1.707,4.343,0.389,0.05,4.316,2.439,-14.66,10.111,2.83,1.754,2.244,0.78,1.072,0.728,0.633,1.316,0.481,1.147,3.462,0.331,55.584,56.046,11.246,4.659,9.536,0.59,1.927,4.488,0.429,2.732,5.049,0.541,1.122,1.39,0.807,0.242,0.415,0.583,1.366,3.244,0.421,-1.9,-1.4,-3.3,0.476,0.24,0.319,1.6,5.3,3.4,25.3,0.7,0.2,32.9,21.2
1066,73.0,180,74.0,28.0,7,11,12,10,9,9,9,10,13,6,11,10,15,11,11,8.668,3.144,6.546,0.604,1.618,3.381,0.479,1.524,3.167,0.481,0.76,1.238,0.614,0.452,1.143,1.595,2.406,1.073,0.0,1.263,1.19,3.048,15.083,1.666,0.952,1.431,0.453,0.667,0.679,0.382,0.668,0.572,0.69,1.832,0.377,35.672,35.684,5.999,2.453,6.167,0.487,1.095,3.192,0.343,1.356,2.977,0.455,0.261,0.333,0.784,0.048,0.167,0.287,1.046,2.477,0.422,1.7,0.5,2.2,0.611,0.516,0.189,2.8,6.7,4.8,19.6,3.0,0.0,15.1,20.8
1067,76.5,205,78.0,43.0,11,18,17,12,11,8,16,11,8,15,17,17,13,16,14,19.119,6.5,13.738,0.578,2.881,7.285,0.395,3.619,6.452,0.561,3.238,3.857,0.84,1.119,4.069,5.188,1.642,1.404,0.142,1.451,2.499,2.119,12.983,4.857,1.476,2.693,1.214,1.643,0.739,1.213,2.356,0.515,1.19,2.45,0.486,59.91,59.261,8.239,3.332,7.641,0.539,1.57,4.141,0.379,1.764,3.501,0.504,0.5,0.618,0.809,0.596,1.072,0.556,0.665,1.808,0.368,1.5,2.3,3.8,0.619,0.53,0.281,4.1,15.6,9.7,10.0,2.4,0.5,8.6,25.5
1068,75.0,195,79.0,30.5,14,9,14,8,14,12,14,11,15,15,17,8,8,7,11,10.537,3.537,8.245,0.485,0.927,2.707,0.342,2.609,5.536,0.471,2.537,3.486,0.728,0.757,2.633,3.39,6.904,1.169,0.05,3.293,1.684,7.144,11.083,2.926,1.829,3.293,1.268,1.927,0.658,0.195,0.56,0.348,1.145,3.049,0.376,60.475,60.957,9.78,4.096,9.659,0.506,1.585,4.827,0.328,2.512,4.827,0.52,0.683,0.901,0.758,0.44,0.586,0.751,1.391,3.34,0.416,2.1,1.0,3.1,0.539,0.328,0.423,2.8,9.3,6.2,31.4,1.9,0.2,25.2,19.3
1069,74.5,205,77.0,32.5,10,14,11,6,3,11,7,11,7,13,8,12,13,17,10,14.334,4.999,13.237,0.482,2.763,8.523,0.324,2.24,4.716,0.475,1.571,2.097,0.749,0.905,1.999,2.904,1.691,0.976,0.119,2.0,2.07,-8.357,16.383,2.286,1.452,1.833,0.452,0.737,0.613,0.669,1.525,0.439,1.096,2.452,0.447,63.208,62.941,12.522,4.928,11.238,0.557,2.667,6.189,0.431,2.262,5.048,0.448,0.501,0.69,0.726,0.571,1.143,0.5,1.189,3.213,0.37,-1.1,-0.7,-1.8,0.506,0.644,0.158,2.9,7.0,4.8,9.7,1.6,0.3,12.4,23.0
1070,76.5,230,82.0,29.0,8,14,12,10,6,5,9,6,10,10,11,14,11,16,10,15.977,5.364,11.727,0.587,3.047,7.545,0.404,2.32,4.183,0.555,2.203,3.137,0.702,0.773,2.091,2.864,2.636,0.772,0.113,1.593,1.681,14.205,15.172,3.043,1.887,2.547,0.817,0.999,0.818,0.703,1.205,0.583,0.795,1.979,0.402,58.516,58.208,11.113,4.591,11.182,0.497,1.932,6.046,0.32,2.659,5.135,0.518,0.409,0.502,0.815,0.589,1.024,0.575,1.659,3.612,0.459,1.4,0.0,1.5,0.609,0.643,0.268,2.9,7.5,5.3,13.8,1.3,0.4,10.8,22.4
1071,76.5,190,83.0,30.5,8,10,14,7,5,6,8,15,8,17,15,9,17,17,11,16.025,5.693,13.0,0.535,2.513,6.152,0.408,3.179,6.845,0.464,2.128,2.948,0.722,0.976,3.565,4.541,1.487,1.485,0.025,0.976,1.821,-4.384,14.019,3.745,1.795,2.052,0.717,1.255,0.571,1.154,2.462,0.469,1.305,3.128,0.417,57.171,57.42,10.386,4.179,9.461,0.549,2.026,5.255,0.386,2.154,4.207,0.512,0.282,0.384,0.734,0.795,1.182,0.673,1.078,2.642,0.408,2.4,-0.5,1.9,0.56,0.473,0.227,3.7,13.5,8.6,9.6,2.6,0.1,6.4,24.7
1072,74.0,200,77.0,31.0,5,15,10,10,7,9,8,18,10,14,16,14,14,11,11,9.721,3.441,7.814,0.521,1.254,3.534,0.355,2.185,4.278,0.511,1.582,1.999,0.791,0.558,2.022,2.58,1.347,0.674,0.048,1.023,1.07,2.745,13.579,2.14,1.14,1.558,0.581,0.907,0.641,0.488,1.046,0.467,1.114,2.326,0.479,35.852,35.781,5.536,2.209,5.814,0.476,1.116,3.489,0.32,1.094,2.325,0.471,0.209,0.256,0.816,0.419,0.651,0.644,0.466,1.417,0.329,1.8,0.2,2.0,0.559,0.452,0.256,3.3,11.9,7.6,13.2,1.9,0.2,10.5,23.9
1073,76.5,230,80.0,31.0,3,10,6,9,10,13,16,7,10,15,11,9,15,17,11,12.174,4.625,9.8,0.517,0.875,2.951,0.297,3.751,6.852,0.547,2.049,3.374,0.607,0.875,1.976,2.851,2.926,1.45,0.1,2.05,1.751,-5.8,9.046,4.7,1.8,2.549,1.825,2.376,0.768,0.525,0.874,0.601,1.401,3.598,0.389,59.441,59.273,7.149,2.949,7.676,0.465,1.248,4.198,0.297,1.699,3.477,0.489,0.427,0.599,0.713,0.35,0.627,0.558,0.926,2.252,0.411,0.0,1.7,1.7,0.539,0.301,0.344,3.0,7.9,5.3,17.2,2.5,0.3,15.4,20.0
1074,71.5,185,77.0,27.0,4,19,15,9,10,4,10,13,11,10,6,18,19,12,10,25.881,8.905,20.476,0.578,5.879,15.38,0.382,3.025,5.094,0.594,2.189,2.905,0.754,1.358,1.974,3.332,2.738,0.952,0.021,3.762,2.334,1.998,18.287,2.19,2.999,2.238,0.738,0.929,0.794,0.357,1.095,0.326,1.929,3.072,0.628,57.585,57.425,12.761,5.215,11.097,0.575,2.335,5.857,0.399,2.881,5.238,0.55,1.073,1.333,0.805,0.452,0.761,0.594,1.358,3.143,0.432,2.4,-1.3,1.2,0.595,0.751,0.142,4.6,7.3,5.9,22.2,1.7,0.1,14.7,38.5
1075,74.0,200,76.25,31.5,5,14,6,7,8,10,12,15,15,9,9,13,7,11,10,11.425,4.149,11.548,0.444,1.951,5.701,0.342,2.201,5.849,0.376,1.177,1.65,0.713,0.749,3.902,4.651,1.425,1.476,0.15,1.049,2.073,-8.174,15.623,1.802,0.575,1.524,0.075,0.2,0.375,0.825,2.076,0.397,1.301,3.574,0.364,57.489,57.1,9.524,4.1,8.874,0.537,1.324,3.326,0.398,2.775,5.55,0.5,0.375,0.524,0.716,1.426,2.175,0.656,0.975,2.849,0.342,0.2,0.2,0.3,0.465,0.494,0.143,2.8,14.4,8.6,8.9,2.6,0.4,7.9,21.2
1076,76.5,210,79.0,30.5,12,8,11,13,11,12,15,14,10,18,13,7,17,14,12,15.601,5.751,11.725,0.558,1.576,4.226,0.373,4.176,7.501,0.557,2.525,4.649,0.543,0.951,2.749,3.7,3.226,1.8,0.175,1.823,2.373,4.325,9.989,5.551,2.574,3.275,1.624,2.176,0.746,1.149,1.775,0.647,1.4,3.551,0.394,56.862,57.206,6.375,2.625,7.574,0.421,1.125,3.902,0.288,1.499,3.676,0.408,0.401,0.676,0.593,0.353,0.65,0.543,0.752,2.352,0.32,2.0,2.9,4.8,0.566,0.36,0.397,3.9,11.0,7.5,18.8,3.2,0.6,11.7,25.1
1077,75.5,215,80.0,28.0,6,17,7,9,10,8,9,9,13,7,6,15,17,9,10,16.121,5.561,14.244,0.48,2.561,7.441,0.344,3.0,6.805,0.441,2.439,2.707,0.901,1.513,4.314,5.827,1.366,2.34,0.218,1.292,2.049,4.78,14.631,2.732,1.708,2.17,0.316,0.365,0.866,1.048,2.732,0.384,1.634,3.707,0.441,62.484,62.304,10.489,4.318,10.171,0.516,1.852,5.197,0.356,2.465,4.976,0.495,0.415,0.462,0.898,0.879,1.707,0.515,1.17,2.804,0.417,1.4,0.4,1.9,0.522,0.522,0.19,5.0,15.2,10.0,6.9,3.8,0.7,7.7,24.0
1078,76.5,215,79.0,28.5,13,13,10,10,5,12,13,13,10,12,16,12,15,14,11,16.486,5.756,11.379,0.581,1.7,4.352,0.391,4.053,7.027,0.577,3.27,3.946,0.829,0.92,2.972,3.892,1.785,1.864,0.323,1.676,2.274,-1.377,11.905,4.863,1.756,2.406,0.839,1.27,0.661,1.595,2.811,0.567,1.621,2.947,0.55,65.738,65.654,10.028,4.082,10.593,0.473,1.865,5.459,0.342,2.216,5.136,0.431,0.326,0.405,0.805,0.678,1.162,0.583,1.216,3.567,0.341,1.8,-0.2,1.5,0.629,0.382,0.347,3.2,9.8,6.6,8.7,2.9,0.8,11.3,20.8
1079,73.0,180,78.0,32.0,8,10,6,14,6,6,13,13,6,19,5,9,17,18,10,16.667,5.761,11.643,0.563,1.594,4.261,0.374,4.165,7.383,0.564,3.547,5.095,0.696,0.572,2.263,2.835,3.048,2.166,0.096,2.096,2.476,2.524,9.797,5.62,4.048,3.882,2.142,2.738,0.782,0.669,1.334,0.501,1.356,3.308,0.41,67.271,66.856,10.951,4.524,10.644,0.514,1.903,5.381,0.354,2.619,5.26,0.498,0.595,0.691,0.861,0.594,0.785,0.757,1.429,3.785,0.378,1.0,0.5,1.5,0.6,0.366,0.438,1.8,7.4,4.6,15.2,3.2,0.3,13.1,21.4
1080,74.5,200,76.25,31.5,8,9,18,14,11,11,5,11,10,6,12,8,13,9,10,17.951,6.562,13.95,0.59,3.342,8.658,0.386,3.22,5.294,0.608,1.488,2.048,0.727,0.879,3.121,4.0,3.195,1.878,0.146,2.244,2.097,5.927,13.823,4.341,1.585,2.099,1.073,1.417,0.757,1.099,1.805,0.609,1.051,2.074,0.507,62.231,62.339,10.172,4.194,10.073,0.505,1.78,5.097,0.349,2.415,4.976,0.485,0.512,0.633,0.809,0.34,0.706,0.482,1.562,3.632,0.43,1.4,1.2,2.7,0.604,0.621,0.147,2.9,10.7,6.7,17.4,3.0,0.4,13.1,24.1
1081,71.5,170,76.0,33.5,10,12,10,9,8,4,10,13,6,11,14,12,18,9,10,12.286,4.427,9.189,0.578,1.761,4.047,0.435,2.666,5.144,0.518,1.667,2.498,0.667,1.073,3.213,4.286,0.643,1.048,0.022,0.904,1.191,8.14,13.242,3.0,1.262,1.881,0.454,0.644,0.705,1.047,2.094,0.5,1.168,2.405,0.486,52.049,51.685,7.809,3.261,8.213,0.475,1.286,4.121,0.312,1.976,4.096,0.482,0.213,0.263,0.81,0.429,0.643,0.667,1.333,3.191,0.418,1.5,0.6,2.1,0.597,0.44,0.272,4.4,12.7,8.6,3.8,2.0,0.1,8.1,19.0
1082,76.5,195,83.0,35.0,13,15,16,18,9,13,17,8,16,12,17,13,14,11,13,23.024,7.952,16.571,0.573,3.097,7.859,0.394,4.856,8.714,0.557,4.024,4.977,0.809,0.69,2.239,2.929,5.475,2.285,0.189,3.691,2.523,7.165,12.93,6.142,5.596,3.716,2.546,3.501,0.727,0.524,0.809,0.648,1.785,4.405,0.405,66.649,66.04,7.548,3.286,8.286,0.456,0.977,4.144,0.236,2.309,4.142,0.557,0.618,0.904,0.684,0.428,0.548,0.781,1.262,2.692,0.469,3.3,2.0,5.3,0.614,0.474,0.3,2.2,7.8,4.9,29.7,3.5,0.5,16.4,30.4
1083,74.5,220,82.0,28.0,7,15,10,13,7,8,14,12,12,14,12,13,15,11,11,15.19,5.379,11.595,0.54,1.762,4.737,0.372,3.618,6.858,0.528,2.666,3.286,0.811,0.714,1.953,2.667,2.737,1.119,0.239,2.096,1.904,-3.358,11.567,4.048,3.739,2.715,1.547,2.166,0.714,0.475,0.977,0.486,1.594,3.715,0.429,52.756,52.369,8.859,3.689,8.857,0.5,1.478,4.621,0.32,2.215,4.238,0.523,0.548,0.715,0.766,0.476,0.811,0.587,1.19,2.713,0.439,1.4,0.6,2.0,0.582,0.409,0.283,2.7,8.2,5.3,19.6,2.1,0.8,13.8,25.7
1084,75.0,215,78.0,30.0,4,13,16,14,6,10,6,13,17,10,18,12,12,9,12,14.665,5.111,11.642,0.524,1.979,5.423,0.365,3.132,6.222,0.503,2.466,3.156,0.781,0.887,1.712,2.599,7.732,1.466,0.066,2.866,2.533,14.6,13.71,3.11,2.754,2.688,1.243,1.734,0.717,0.312,0.625,0.499,1.578,3.868,0.408,59.532,59.283,12.801,5.157,11.378,0.563,2.489,6.444,0.386,2.666,4.934,0.54,0.931,1.046,0.89,0.243,0.554,0.439,1.487,3.334,0.446,4.5,-1.2,3.2,0.563,0.466,0.271,3.1,6.2,4.6,38.7,2.5,0.2,18.0,23.4
1085,76.0,210,77.0,25.5,11,16,9,7,8,10,5,18,17,6,15,15,17,7,11,7.052,2.434,5.332,0.558,1.078,2.666,0.404,1.359,2.667,0.51,1.105,1.36,0.812,0.537,2.001,2.538,0.616,0.666,0.024,0.462,1.076,8.872,14.055,1.384,1.232,1.026,0.179,0.23,0.778,0.514,1.024,0.502,0.666,1.412,0.472,34.971,34.916,6.795,2.766,5.845,0.581,1.258,2.974,0.423,1.513,2.872,0.527,0.179,0.179,1.0,0.358,0.514,0.696,0.974,2.179,0.447,1.5,-1.2,0.3,0.595,0.5,0.255,3.6,12.5,8.2,5.0,1.9,0.1,7.2,16.8
1086,77.0,205,77.25,41.5,7,13,17,11,9,8,13,7,13,14,12,12,16,9,12,11.024,3.856,9.097,0.516,1.683,4.754,0.354,2.17,4.34,0.5,1.634,1.951,0.838,1.195,3.025,4.22,1.758,0.732,0.195,1.927,2.121,-0.509,13.626,2.632,1.147,1.61,0.462,0.659,0.701,0.853,1.78,0.479,0.854,1.903,0.449,52.645,52.449,7.609,3.245,8.073,0.471,1.122,3.877,0.289,2.123,4.193,0.506,0.317,0.464,0.683,0.612,1.22,0.502,1.195,2.512,0.476,-1.0,2.2,1.2,0.554,0.523,0.214,5.1,12.9,9.0,11.0,1.4,0.7,16.2,20.5
1087,75.0,185,83.0,34.5,8,12,8,11,6,11,17,11,13,16,16,9,17,13,12,17.95,6.903,13.342,0.525,0.194,0.391,0.496,6.708,12.949,0.518,3.951,5.586,0.707,0.489,2.193,2.682,4.439,1.732,0.244,4.072,2.245,-8.367,8.243,6.684,2.098,4.194,2.634,3.707,0.711,0.706,1.366,0.517,3.367,7.875,0.428,56.716,56.975,6.635,2.829,7.829,0.424,0.974,3.536,0.275,1.853,4.293,0.432,0.586,0.755,0.776,0.341,0.78,0.437,0.927,2.756,0.336,1.9,2.3,4.2,0.568,0.029,0.419,2.0,8.7,5.4,32.4,3.0,0.7,20.5,32.1
1088,74.0,185,80.0,29.5,6,14,15,9,11,4,11,6,13,18,18,11,16,14,12,16.417,5.9,12.317,0.533,1.341,3.537,0.379,4.561,8.78,0.519,3.268,4.486,0.728,0.757,2.194,2.951,4.951,1.563,0.171,3.097,2.78,8.39,9.927,5.414,2.488,3.463,2.293,3.585,0.64,0.415,0.586,0.708,1.853,4.611,0.402,56.693,56.583,8.561,3.706,8.561,0.5,1.145,4.268,0.268,2.562,4.295,0.597,1.024,1.075,0.953,0.368,0.61,0.603,1.171,2.609,0.449,2.7,1.0,3.8,0.574,0.287,0.364,2.9,9.1,5.9,28.5,2.8,0.6,17.8,27.5
1089,76.5,200,80.0,32.5,9,10,7,11,4,10,5,12,5,5,11,9,16,8,9,9.974,3.512,8.564,0.471,1.051,3.565,0.295,2.461,5.0,0.492,1.898,2.82,0.673,1.025,1.899,2.924,1.487,0.666,0.102,3.156,2.128,-22.87,10.976,2.82,1.411,2.385,0.616,0.793,0.777,0.768,1.717,0.447,1.051,2.487,0.423,58.815,59.587,10.026,4.128,9.333,0.537,1.769,4.924,0.359,2.358,4.41,0.535,0.513,0.744,0.69,0.538,0.922,0.584,1.307,2.744,0.476,-3.0,0.1,-2.9,0.509,0.416,0.329,3.7,7.2,5.4,10.4,1.1,0.3,24.4,20.1
1090,76.0,185,80.0,33.5,7,11,13,14,6,5,13,8,9,15,8,10,6,8,10,13.194,4.707,13.025,0.451,2.342,7.294,0.321,2.366,5.733,0.413,1.438,1.901,0.756,1.05,3.339,4.389,0.658,0.583,0.268,1.903,2.17,-11.852,15.256,2.34,0.78,1.952,0.146,0.195,0.749,1.023,2.609,0.392,1.197,2.925,0.409,56.508,56.677,9.512,4.025,9.027,0.527,1.462,3.952,0.37,2.56,5.073,0.505,0.244,0.266,0.917,1.072,1.951,0.549,1.244,2.854,0.436,-1.1,-0.3,-1.4,0.476,0.56,0.146,3.8,13.1,8.3,4.7,1.0,0.8,12.1,24.8
1091,72.5,160,79.0,32.0,6,11,7,11,6,6,6,18,14,9,10,9,10,11,11,3.976,1.45,3.901,0.439,0.526,1.85,0.284,0.925,2.049,0.451,0.547,0.827,0.661,0.477,1.423,1.9,2.451,0.527,0.076,2.024,1.424,-11.775,14.067,0.752,0.799,0.901,0.174,0.223,0.78,0.201,0.652,0.308,0.551,1.173,0.47,35.85,35.589,7.726,3.252,6.875,0.562,1.224,3.25,0.377,2.027,3.627,0.559,0.601,0.649,0.926,0.324,0.525,0.617,1.1,2.452,0.449,-2.2,-0.8,-3.0,0.466,0.474,0.212,3.0,8.8,5.9,24.8,1.5,0.4,32.2,16.2
1092,76.0,175,81.0,40.0,9,5,5,15,7,9,12,7,6,15,15,5,18,14,10,9.763,3.832,7.5,0.512,0.023,0.189,0.122,3.807,7.309,0.521,2.07,3.024,0.685,0.905,3.357,4.262,1.073,1.856,0.143,1.761,2.355,4.977,6.619,4.714,1.477,2.666,1.072,1.333,0.804,1.287,2.332,0.552,1.453,3.642,0.399,60.974,60.929,9.452,3.904,9.0,0.525,1.644,4.548,0.361,2.259,4.45,0.508,0.357,0.406,0.879,0.93,1.57,0.592,0.977,2.477,0.394,-0.7,-0.2,-0.9,0.553,0.025,0.403,3.4,11.6,7.7,5.0,3.0,0.4,16.6,15.5
1093,74.0,175,75.25,30.5,5,5,6,10,8,6,8,17,13,10,10,5,12,13,11,3.26,1.142,3.38,0.387,0.334,1.405,0.238,0.81,1.976,0.41,0.645,1.287,0.501,0.308,1.263,1.571,3.427,1.145,0.071,2.526,1.407,-2.667,7.696,1.047,1.168,1.382,0.382,0.668,0.572,0.143,0.262,0.546,0.287,1.047,0.274,39.214,39.296,6.526,2.762,7.023,0.464,0.999,3.476,0.287,1.762,3.545,0.497,0.38,0.596,0.638,0.309,0.548,0.564,1.072,2.405,0.446,-2.1,0.7,-1.4,0.413,0.416,0.381,1.7,6.7,4.3,25.7,2.9,0.3,39.0,14.9
1094,73.0,175,76.0,41.0,5,16,10,13,7,7,5,14,6,8,16,15,13,6,9,13.8,4.975,12.352,0.466,1.551,5.177,0.3,3.423,7.176,0.477,2.301,3.023,0.761,1.225,3.101,4.326,1.273,0.624,0.075,1.975,2.25,-5.75,12.095,3.802,1.05,2.6,1.0,1.475,0.678,0.901,1.851,0.487,1.524,3.852,0.396,56.535,56.574,9.775,4.151,9.574,0.511,1.474,4.149,0.355,2.675,5.425,0.493,0.426,0.5,0.852,0.677,1.273,0.532,1.576,3.65,0.432,-0.9,1.2,0.3,0.504,0.419,0.245,4.6,11.3,8.0,8.1,1.1,0.2,12.6,25.2
1095,73.0,180,78.0,32.0,7,14,16,10,5,9,11,11,12,5,12,13,15,12,11,14.784,5.136,12.054,0.544,2.837,8.269,0.343,2.296,3.783,0.607,1.676,2.163,0.775,1.026,2.084,3.11,2.433,0.702,0.298,1.946,2.08,-4.082,15.203,3.135,1.487,1.945,0.73,0.892,0.818,0.81,1.19,0.681,0.729,1.702,0.428,54.839,54.482,9.918,4.054,10.19,0.487,1.81,5.323,0.34,2.244,4.864,0.461,0.325,0.567,0.573,0.595,1.08,0.551,1.324,3.216,0.412,0.7,0.4,1.1,0.568,0.686,0.179,3.8,8.0,5.9,15.7,1.3,1.0,13.0,24.3
1096,75.0,190,81.0,30.0,9,9,11,9,9,11,9,16,15,11,8,9,11,9,11,3.618,1.383,2.85,0.556,0.403,1.17,0.344,0.978,1.681,0.582,0.447,0.83,0.539,0.298,0.723,1.021,4.426,0.787,0.107,2.044,0.915,2.764,11.133,1.064,1.362,1.17,0.405,0.555,0.73,0.128,0.212,0.604,0.447,0.916,0.488,31.679,31.867,5.724,2.319,5.554,0.515,1.086,2.851,0.381,1.235,2.701,0.457,0.447,0.744,0.601,0.192,0.426,0.451,0.596,1.531,0.389,1.8,-0.4,1.4,0.563,0.411,0.291,2.2,4.9,3.6,35.9,2.5,0.7,38.9,15.0
1097,75.5,220,77.0,33.0,5,13,10,13,9,10,13,8,16,9,9,12,14,17,12,14.145,5.124,11.488,0.527,1.854,5.562,0.333,3.269,5.928,0.551,2.05,2.707,0.757,1.024,2.611,3.635,6.585,1.342,0.267,3.611,2.513,-4.464,13.231,3.367,3.072,2.367,1.317,1.659,0.794,0.366,0.828,0.442,1.585,3.439,0.461,58.68,58.72,8.171,3.365,8.535,0.479,1.439,4.49,0.32,1.928,4.049,0.476,0.488,0.733,0.666,0.366,0.757,0.483,1.071,2.561,0.418,2.6,1.7,4.3,0.558,0.484,0.236,3.6,10.0,6.6,40.8,2.3,0.8,22.2,24.7
1098,76.5,245,79.0,34.5,8,18,19,13,8,9,19,10,14,11,9,15,13,8,12,18.095,5.785,13.0,0.58,3.501,9.0,0.389,2.284,4.0,0.571,3.025,3.285,0.921,0.976,1.74,2.716,3.427,1.215,0.213,2.047,2.001,9.286,16.178,3.142,2.644,2.5,0.786,0.906,0.868,0.785,1.332,0.589,0.714,1.761,0.405,54.723,54.184,6.739,2.832,7.714,0.437,1.071,4.119,0.26,1.762,3.596,0.49,0.572,0.716,0.799,0.546,0.976,0.559,0.641,1.905,0.336,2.9,1.8,4.7,0.626,0.692,0.253,3.9,7.2,5.5,21.4,2.2,0.8,12.4,26.9
