,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
479,78.5,190,83.25,27.5,13,13,13,14,9,9,17,10,13,15,15,12,16,8,13,15.975,5.474,11.223,0.559,1.598,4.475,0.357,3.874,6.751,0.574,3.426,4.376,0.783,0.352,2.048,2.4,3.826,1.3,0.101,1.501,1.623,12.528,11.089,4.901,2.924,3.35,1.649,2.326,0.709,0.799,1.273,0.628,1.426,3.15,0.453,54.192,53.86,7.324,3.051,8.249,0.444,1.225,4.35,0.282,1.827,3.9,0.468,0.449,0.574,0.782,0.426,0.575,0.741,0.951,2.749,0.346,4.2,1.5,5.7,10.2,7.2,17.4,0.607,0.399,0.39,1.4,8.1,4.8,21.6,2.4,0.3,10.2,24.1
480,71.0,190,74.25,29.5,5,19,14,14,2,6,11,13,9,12,16,15,16,7,11,11.392,3.824,8.021,0.563,1.391,3.956,0.352,2.434,4.064,0.599,2.348,2.587,0.908,0.37,0.913,1.283,2.324,1.216,0.045,1.109,0.999,8.521,12.233,2.957,1.499,1.957,0.978,1.347,0.726,0.5,0.654,0.765,0.957,2.064,0.464,36.89,36.701,5.587,2.216,5.935,0.47,1.152,3.284,0.351,1.066,2.651,0.402,0.172,0.172,1.0,0.237,0.631,0.376,0.655,1.848,0.354,3.7,0.5,4.2,9.5,8.4,17.9,0.622,0.493,0.323,2.3,5.4,3.9,20.6,3.3,0.2,10.8,25.6
481,73.0,195,75.25,29.0,3,8,8,11,5,7,9,17,11,9,9,6,16,11,10,4.415,1.732,3.854,0.519,0.536,1.806,0.297,1.194,2.051,0.582,0.415,0.586,0.708,0.367,0.805,1.172,1.584,0.829,0.022,1.34,0.659,0.928,11.925,1.268,1.023,0.928,0.44,0.488,0.902,0.194,0.439,0.442,0.561,1.122,0.5,29.13,29.253,4.024,1.684,4.588,0.439,0.66,2.488,0.265,1.024,2.098,0.488,0.098,0.17,0.576,0.292,0.416,0.702,0.634,1.511,0.42,-0.8,1.1,0.3,0.7,5.5,6.3,0.537,0.469,0.152,2.7,5.9,4.3,16.7,2.8,0.1,24.6,16.7
482,75.5,190,78.25,27.5,9,8,12,7,4,6,6,10,7,7,13,6,15,11,10,10.926,4.121,9.318,0.509,1.246,3.756,0.332,2.879,5.559,0.518,1.439,2.781,0.517,0.317,2.048,2.365,2.293,1.464,0.022,2.707,1.977,-24.389,12.654,2.78,1.562,2.609,0.878,1.391,0.631,0.512,1.099,0.466,1.488,3.073,0.484,58.806,58.78,11.731,4.878,10.537,0.557,1.976,5.194,0.38,2.903,5.341,0.544,0.903,1.072,0.842,0.706,1.195,0.591,1.292,3.073,0.42,-1.2,-0.7,-1.8,-1.4,-2.0,-3.4,0.518,0.403,0.298,1.3,7.6,4.5,16.3,2.5,0.1,20.4,20.8
483,73.0,190,79.0,37.0,7,5,15,11,8,8,11,5,12,7,9,5,11,7,9,6.366,2.294,5.707,0.496,1.074,3.243,0.331,1.22,2.463,0.495,0.708,1.171,0.605,0.317,1.024,1.341,1.951,0.391,0.122,2.172,1.538,-4.219,12.558,1.612,1.147,1.34,0.393,0.488,0.805,0.414,0.854,0.485,0.416,1.122,0.371,38.209,38.352,6.436,2.61,6.318,0.51,1.219,3.34,0.365,1.391,2.975,0.468,0.366,0.489,0.748,0.145,0.342,0.424,0.877,2.147,0.408,-1.3,-0.1,-1.4,-6.0,-5.2,-11.2,0.512,0.568,0.205,1.8,5.6,3.8,17.2,1.0,0.6,25.9,19.7
484,71.5,180,73.0,31.5,4,11,5,14,8,8,7,13,15,8,9,10,16,15,11,9.634,3.877,7.563,0.519,0.099,0.294,0.337,3.78,7.267,0.52,1.781,2.756,0.646,0.977,3.317,4.294,4.389,0.56,0.05,2.732,2.416,-4.563,8.662,3.417,1.511,2.634,0.854,0.976,0.875,0.853,1.463,0.583,2.072,4.829,0.429,59.628,59.578,11.611,4.683,10.782,0.538,2.243,6.123,0.366,2.439,4.659,0.524,0.463,0.537,0.862,0.439,0.827,0.531,1.538,3.293,0.467,1.0,0.4,1.4,-0.6,-6.6,-7.2,0.549,0.039,0.364,3.6,11.0,7.5,24.9,0.9,0.2,23.7,17.6
485,73.5,205,77.0,30.5,5,10,17,11,9,4,10,12,10,9,7,9,15,6,10,15.211,5.263,12.841,0.537,3.264,8.842,0.369,1.999,4.001,0.5,1.421,2.264,0.628,0.894,2.0,2.894,2.263,1.395,0.025,1.552,1.842,1.629,16.382,2.315,1.554,2.184,0.632,0.817,0.774,0.527,1.054,0.5,0.843,2.131,0.396,59.132,58.714,9.686,4.0,9.762,0.496,1.684,5.105,0.33,2.315,4.658,0.497,0.578,0.658,0.878,0.606,1.078,0.562,1.132,2.923,0.387,0.9,0.4,1.3,3.9,4.6,8.5,0.55,0.689,0.176,3.1,7.1,5.1,13.0,2.4,0.1,10.1,23.4
486,75.5,190,78.0,29.0,10,13,11,10,6,11,10,16,12,10,8,11,16,8,11,13.002,4.487,10.144,0.536,1.902,4.975,0.382,2.586,5.171,0.5,2.12,2.732,0.776,0.587,1.754,2.341,2.586,1.585,0.049,1.733,1.852,3.926,13.518,3.171,2.172,2.097,0.952,1.146,0.831,0.634,1.342,0.472,0.998,2.681,0.372,57.669,57.396,10.071,3.952,9.268,0.544,2.172,5.928,0.366,1.782,3.341,0.533,0.44,0.512,0.859,0.343,0.56,0.613,1.001,2.268,0.441,0.7,-0.3,0.4,4.7,3.6,8.3,0.573,0.49,0.269,2.2,6.8,4.5,14.0,2.8,0.2,13.3,20.3
487,75.5,190,78.0,29.0,10,13,11,10,7,12,10,17,12,10,8,12,16,8,11,13.093,4.604,9.627,0.572,1.814,4.722,0.384,2.79,4.908,0.568,2.069,2.768,0.747,0.608,1.601,2.209,3.768,1.558,0.048,1.884,1.651,11.257,13.66,3.21,2.094,2.092,0.884,1.185,0.746,0.719,1.138,0.632,1.186,2.582,0.459,57.458,57.567,8.698,3.51,8.721,0.498,1.673,5.117,0.327,1.837,3.606,0.509,0.42,0.465,0.903,0.325,0.559,0.581,1.093,2.581,0.423,2.1,0.4,2.5,6.8,5.4,12.2,0.604,0.49,0.288,2.5,5.8,4.2,18.9,2.7,0.2,14.8,20.0
488,76.0,215,77.0,30.0,11,8,13,16,11,6,13,13,12,12,7,7,15,16,13,8.4,3.25,7.001,0.541,1.076,3.299,0.326,2.174,3.7,0.588,0.824,1.423,0.579,0.725,2.075,2.8,2.65,1.727,0.1,1.9,1.925,-0.526,9.997,3.3,2.076,1.675,0.974,1.125,0.866,0.674,1.125,0.599,0.525,1.45,0.362,44.608,44.662,7.199,2.974,6.876,0.523,1.251,3.499,0.358,1.726,3.376,0.511,0.501,0.65,0.771,0.401,0.676,0.593,0.825,2.051,0.402,0.5,0.8,1.3,1.4,5.5,6.9,0.551,0.471,0.203,3.6,11.5,7.4,19.6,3.9,0.4,19.9,19.4
489,76.5,195,80.25,31.0,11,16,7,15,8,9,10,9,7,17,11,13,16,15,12,14.41,5.078,10.385,0.553,1.334,4.231,0.315,3.742,6.154,0.608,2.924,4.179,0.7,0.796,2.435,3.231,2.103,1.309,0.102,2.127,2.231,3.617,10.604,4.462,2.335,2.949,1.178,1.512,0.779,1.053,1.564,0.673,1.513,3.076,0.492,59.104,59.374,11.359,4.537,10.513,0.54,2.283,6.18,0.369,2.256,4.334,0.521,0.538,0.693,0.776,0.462,0.846,0.546,1.257,2.794,0.45,0.4,-0.1,0.3,1.3,-0.3,0.9,0.589,0.407,0.402,3.0,9.5,6.2,11.9,2.2,0.4,14.8,22.0
490,71.0,190,71.0,32.0,6,19,10,18,7,7,12,19,8,10,6,17,13,7,11,17.221,5.829,13.389,0.535,2.658,7.732,0.344,3.17,5.658,0.56,2.903,3.415,0.85,0.925,2.001,2.926,3.123,1.34,0.022,2.0,2.073,-6.706,14.969,2.731,1.78,2.901,0.854,1.025,0.833,0.512,0.999,0.513,1.804,3.633,0.497,63.983,64.253,10.342,4.268,9.903,0.522,1.804,5.171,0.349,2.463,4.733,0.52,0.465,0.512,0.908,0.612,0.927,0.66,1.39,3.292,0.422,1.8,0.2,2.0,4.1,2.6,6.7,0.578,0.577,0.255,3.3,7.3,5.2,16.5,2.1,0.1,11.8,24.0
491,75.5,190,80.0,33.5,5,7,11,12,7,7,13,9,7,7,12,6,18,7,10,9.173,3.586,7.316,0.517,0.392,1.61,0.243,3.195,5.708,0.56,1.61,2.78,0.579,0.756,1.709,2.465,2.073,1.513,0.171,2.17,1.707,0.439,9.556,3.268,1.389,2.44,0.904,1.146,0.789,0.732,1.39,0.527,1.562,3.17,0.493,58.316,58.321,8.708,3.684,8.659,0.503,1.34,4.171,0.321,2.34,4.489,0.521,0.488,0.584,0.836,0.415,0.854,0.486,1.439,3.048,0.472,-1.4,0.5,-0.9,1.8,4.2,6.0,0.537,0.22,0.38,2.9,6.2,4.6,11.2,2.6,0.5,20.3,16.4
492,75.5,190,77.0,30.5,7,6,11,11,7,5,7,14,5,6,7,6,14,10,9,5.3,1.976,4.476,0.534,0.825,2.549,0.324,1.15,1.925,0.597,0.526,0.975,0.539,0.425,1.126,1.551,1.25,0.55,0.1,1.725,0.9,-8.001,12.728,1.452,1.225,1.201,0.477,0.477,1.0,0.25,0.449,0.557,0.426,0.999,0.426,35.292,35.318,6.525,2.651,5.926,0.551,1.224,3.2,0.382,1.426,2.725,0.523,0.15,0.225,0.667,0.374,0.625,0.598,0.901,1.875,0.481,-2.2,-0.5,-2.6,-3.8,-4.3,-8.1,0.54,0.569,0.218,2.4,6.9,4.6,13.2,1.5,0.5,26.0,16.6
493,75.5,190,77.0,30.5,7,7,13,13,7,5,8,15,6,7,8,6,15,12,9,10.634,3.878,8.977,0.512,1.439,4.537,0.317,2.44,4.438,0.55,1.44,2.195,0.656,0.78,2.415,3.195,2.586,1.365,0.122,2.829,1.998,-0.903,12.901,2.876,1.757,2.34,0.902,1.121,0.805,0.536,1.123,0.477,0.999,2.196,0.455,59.679,59.693,11.437,4.612,11.148,0.513,2.219,6.415,0.346,2.389,4.73,0.505,0.415,0.488,0.85,0.317,0.512,0.619,1.659,3.731,0.445,-1.0,0.1,-1.0,-2.4,-1.6,-4.0,0.535,0.505,0.245,2.9,8.3,5.8,13.8,2.3,0.4,22.2,19.1
494,74.5,215,80.0,28.5,8,14,12,13,7,6,6,7,11,5,10,11,12,9,10,18.294,6.025,15.805,0.497,3.66,10.854,0.337,2.366,4.953,0.478,2.584,3.488,0.741,0.608,1.831,2.439,2.438,0.754,0.147,2.391,2.148,-5.781,16.563,2.732,1.244,2.732,0.511,0.757,0.675,0.853,1.757,0.485,1.0,2.44,0.41,63.856,64.214,9.901,4.098,10.292,0.481,1.706,5.022,0.34,2.389,5.265,0.454,0.609,0.903,0.674,0.438,0.829,0.528,1.341,3.536,0.379,0.9,0.5,1.3,0.1,0.1,0.2,0.528,0.687,0.221,2.0,6.5,4.2,13.6,1.2,0.4,12.1,28.0
495,73.0,180,75.0,25.5,10,12,18,13,4,8,6,14,11,8,8,10,15,16,11,18.977,6.385,14.128,0.586,3.795,9.59,0.396,2.591,4.539,0.571,2.411,3.206,0.752,0.845,1.873,2.718,3.486,1.72,0.23,1.796,1.744,11.589,15.901,3.334,1.923,2.308,0.847,1.027,0.825,0.821,1.514,0.542,0.923,1.999,0.462,63.524,63.673,11.411,4.59,11.948,0.477,2.23,6.844,0.326,2.358,5.102,0.462,0.589,0.821,0.717,0.513,1.051,0.488,1.257,3.231,0.389,2.8,0.1,2.9,7.2,5.0,12.2,0.611,0.679,0.227,2.8,5.9,4.4,17.6,2.7,0.7,10.4,24.2
496,77.5,210,84.25,33.5,11,11,12,14,6,9,6,8,15,8,7,9,16,14,11,8.074,2.799,5.475,0.586,0.824,2.201,0.374,1.975,3.274,0.603,1.649,2.526,0.653,0.5,1.524,2.024,4.124,1.55,0.174,3.2,1.824,4.149,10.19,2.55,1.976,2.575,0.776,0.874,0.888,0.5,0.698,0.716,0.7,1.699,0.412,47.978,49.158,8.025,3.3,8.326,0.482,1.426,4.401,0.324,1.875,3.925,0.478,0.424,0.576,0.736,0.174,0.299,0.582,1.274,3.049,0.418,1.3,0.4,1.7,-1.3,0.3,-1.0,0.613,0.402,0.461,2.7,6.2,4.7,27.8,3.2,0.7,32.7,18.5
497,74.5,195,76.0,44.5,9,8,13,9,5,3,5,14,14,4,8,6,15,13,10,15.096,5.358,11.785,0.569,2.691,7.143,0.377,2.667,4.643,0.574,1.69,2.739,0.617,0.953,2.166,3.119,3.739,1.094,0.096,2.526,2.287,-2.357,14.354,3.19,1.38,2.31,0.618,0.761,0.812,0.977,1.62,0.603,1.073,2.262,0.474,59.725,59.795,11.142,4.784,11.785,0.473,1.572,6.261,0.251,3.216,5.525,0.582,0.832,1.0,0.832,0.833,1.143,0.729,1.549,3.379,0.458,1.9,0.3,2.2,0.8,-0.6,0.2,0.581,0.606,0.232,3.4,7.4,5.4,20.7,1.8,0.3,16.3,22.9
498,73.5,195,75.0,31.0,6,10,11,13,4,8,16,7,7,13,8,8,6,13,10,9.098,3.317,7.365,0.53,1.171,3.66,0.32,2.146,3.709,0.579,1.293,1.855,0.697,0.561,1.416,1.977,1.635,1.683,0.073,2.194,1.611,-5.293,10.324,3.218,2.879,1.853,1.194,1.366,0.874,0.414,0.951,0.435,0.539,1.389,0.388,51.32,51.301,7.733,3.121,7.878,0.491,1.488,3.975,0.374,1.634,3.901,0.419,0.268,0.317,0.845,0.144,0.267,0.539,1.22,3.319,0.368,-1.6,0.5,-1.1,-0.6,5.6,5.0,0.556,0.497,0.252,2.4,5.8,4.1,10.2,3.3,0.2,21.1,18.3
499,73.5,195,75.0,31.0,7,11,12,14,4,9,17,7,7,15,9,9,6,14,10,7.682,2.546,5.273,0.582,1.046,2.842,0.368,1.501,2.433,0.617,1.546,2.023,0.764,0.318,0.955,1.273,1.321,1.294,0.047,1.409,1.385,9.408,12.114,2.182,1.317,1.615,0.728,0.841,0.866,0.364,0.546,0.667,0.409,1.045,0.391,39.44,39.276,4.659,2.023,5.478,0.425,0.612,2.41,0.254,1.41,3.069,0.459,0.431,0.523,0.824,0.204,0.317,0.644,0.772,2.228,0.346,-0.6,1.4,0.8,2.4,10.4,12.8,0.623,0.539,0.384,1.8,5.1,3.5,9.1,3.3,0.2,18.6,17.1
500,77.5,215,82.0,32.0,13,16,14,7,8,11,15,7,15,10,16,15,18,9,13,19.163,6.629,14.278,0.559,2.699,7.139,0.378,3.929,7.139,0.55,3.21,4.094,0.784,1.07,2.279,3.349,3.304,1.629,0.489,2.255,2.139,9.186,12.645,4.977,2.047,3.117,1.419,1.955,0.726,1.071,1.907,0.562,1.441,3.279,0.439,62.811,63.196,10.488,4.255,10.234,0.512,1.978,5.951,0.332,2.277,4.28,0.532,0.58,0.767,0.756,0.42,0.907,0.463,1.279,2.607,0.491,2.6,0.4,3.0,4.6,3.0,7.7,0.596,0.5,0.287,3.9,8.0,6.0,17.4,2.6,1.6,12.3,26.3
501,76.0,210,81.0,26.5,13,10,13,14,8,9,11,9,7,9,6,10,17,12,11,14.427,5.095,11.55,0.54,2.286,6.642,0.344,2.811,4.905,0.573,1.953,2.763,0.707,0.689,1.525,2.214,1.712,1.619,0.07,2.168,1.666,7.191,13.38,3.476,2.429,1.928,1.095,1.333,0.821,0.641,1.334,0.481,1.073,2.239,0.479,57.787,57.488,7.237,2.976,7.571,0.478,1.288,4.023,0.32,1.691,3.546,0.477,0.429,0.499,0.86,0.475,0.808,0.588,0.786,2.238,0.351,-0.3,1.0,0.7,0.8,6.9,7.7,0.565,0.575,0.239,2.5,5.9,4.2,9.5,2.8,0.2,14.5,22.9
502,76.5,210,80.25,34.0,9,9,10,9,7,8,8,7,8,12,8,6,12,4,11,6.857,2.452,5.501,0.543,1.071,2.81,0.381,1.38,2.692,0.513,0.882,1.381,0.639,0.381,0.975,1.356,0.857,0.477,0.143,1.165,1.002,0.954,12.931,2.0,0.929,1.356,0.429,0.548,0.783,0.571,0.93,0.614,0.382,1.215,0.314,28.726,28.796,4.308,1.833,4.929,0.437,0.642,2.285,0.281,1.189,2.641,0.45,0.285,0.357,0.798,0.167,0.476,0.351,0.736,1.811,0.406,-0.4,1.1,0.7,-1.6,2.1,0.5,0.561,0.511,0.251,2.7,7.3,4.9,11.0,1.7,0.9,16.0,22.2
503,76.5,220,80.25,34.0,10,10,11,10,7,9,9,8,9,13,9,7,12,5,11,15.423,5.35,12.625,0.502,1.976,6.126,0.323,3.376,6.501,0.519,2.748,4.224,0.651,0.652,1.725,2.377,2.675,0.626,0.124,1.973,2.149,8.9,13.034,4.099,1.898,3.324,1.199,1.5,0.799,0.849,1.55,0.548,1.325,3.451,0.384,53.307,53.346,8.173,3.451,8.748,0.467,1.272,4.45,0.286,2.174,4.3,0.506,0.549,0.677,0.811,0.325,0.7,0.464,1.301,2.926,0.445,2.1,0.8,2.9,2.1,0.5,2.6,0.532,0.485,0.335,2.7,7.2,4.9,16.8,1.2,0.5,12.0,27.3
504,72.0,185,73.0,33.5,9,10,6,15,5,4,11,18,8,7,13,9,14,12,10,12.314,5.028,9.629,0.53,0.143,0.285,0.502,4.886,9.342,0.523,2.114,2.998,0.705,0.8,1.4,2.2,2.257,1.574,0.17,1.714,1.743,-4.716,8.925,4.113,1.43,2.658,0.971,1.256,0.773,1.085,1.971,0.55,2.829,6.113,0.463,57.57,57.414,9.142,3.83,8.514,0.537,1.485,3.829,0.388,2.343,4.688,0.5,0.398,0.485,0.821,0.428,0.886,0.483,1.514,3.315,0.457,0.3,-0.2,0.1,5.2,4.8,10.0,0.562,0.03,0.311,2.9,5.3,4.0,14.3,2.7,0.5,13.5,19.8
505,75.0,195,75.0,31.0,5,12,9,8,5,6,7,9,8,10,14,11,15,12,11,13.548,4.809,10.475,0.524,1.357,3.665,0.37,3.453,6.809,0.507,2.571,3.165,0.812,0.833,1.594,2.427,2.262,0.595,0.048,2.334,2.215,-3.644,12.716,3.475,1.547,2.548,1.239,1.76,0.704,0.501,1.168,0.429,1.714,3.881,0.442,55.147,55.345,9.309,3.786,9.762,0.477,1.738,5.048,0.344,2.047,4.715,0.434,0.356,0.595,0.598,0.57,0.881,0.647,1.118,3.238,0.345,0.4,0.3,0.7,-1.9,-1.7,-3.7,0.571,0.35,0.302,3.1,6.0,4.5,14.6,1.1,0.2,16.4,23.0
506,74.0,205,78.0,31.0,10,7,9,13,8,10,9,9,5,8,11,6,15,12,10,8.365,3.317,6.952,0.482,0.073,0.244,0.299,3.243,6.707,0.484,1.659,2.826,0.587,0.927,2.171,3.098,1.561,1.559,0.074,2.78,1.901,-5.1,7.639,3.998,1.268,2.393,0.683,0.929,0.735,1.317,2.877,0.458,1.244,2.902,0.429,58.532,58.666,9.367,3.975,10.219,0.458,1.416,5.39,0.263,2.561,4.829,0.53,0.513,0.682,0.752,0.803,1.292,0.622,1.245,2.854,0.436,-2.8,0.9,-1.8,-3.5,2.8,-0.7,0.51,0.035,0.407,3.4,7.9,5.7,8.5,2.7,0.2,25.3,16.9
507,76.0,205,80.0,39.0,10,6,12,15,4,8,16,10,14,9,12,5,14,14,11,5.024,1.857,4.714,0.462,0.644,2.357,0.273,1.215,2.357,0.515,0.667,1.047,0.637,0.19,0.643,0.833,1.286,0.761,0.118,1.141,0.976,0.668,10.822,1.904,1.023,0.834,0.5,0.642,0.779,0.453,0.713,0.635,0.263,0.999,0.263,29.043,29.139,4.738,1.976,4.643,0.51,0.785,2.357,0.333,1.191,2.284,0.521,0.259,0.332,0.78,0.382,0.57,0.67,0.548,1.381,0.397,-1.1,-0.2,-1.2,1.7,3.3,5.0,0.485,0.5,0.222,1.4,4.9,3.1,13.1,2.6,0.7,18.1,19.3
508,76.0,205,80.0,39.0,10,7,13,16,4,9,18,11,15,10,14,6,14,15,11,11.453,3.955,8.797,0.531,1.432,3.818,0.375,2.521,4.979,0.506,2.114,3.523,0.6,0.499,1.59,2.089,3.364,1.772,0.204,1.728,1.636,10.181,11.411,3.454,1.411,2.911,1.068,1.296,0.824,0.656,1.091,0.601,0.795,2.592,0.307,55.621,55.475,5.681,2.316,7.0,0.405,1.044,3.886,0.269,1.272,3.113,0.409,0.34,0.454,0.749,0.341,0.772,0.442,0.591,1.886,0.313,1.6,2.1,3.7,8.4,12.1,20.5,0.553,0.434,0.4,2.0,6.0,4.1,17.1,3.2,0.7,14.3,19.5
509,76.0,205,81.0,35.5,11,11,7,11,11,7,6,5,9,5,8,11,7,7,10,10.894,4.027,10.473,0.459,1.552,5.579,0.278,2.473,4.896,0.505,1.292,1.922,0.672,0.737,3.053,3.79,1.394,0.236,0.158,3.5,2.342,-21.684,13.913,2.684,1.159,1.947,0.578,0.713,0.811,0.737,1.606,0.459,1.131,2.58,0.438,54.362,54.207,9.922,4.158,9.184,0.54,1.607,4.318,0.372,2.554,4.867,0.525,0.714,0.816,0.875,0.448,0.842,0.532,1.396,3.21,0.435,-2.9,0.7,-2.2,-13.7,-10.9,-24.6,0.481,0.533,0.184,2.9,11.5,7.3,12.1,0.4,0.5,23.6,25.0
510,76.0,205,81.0,35.5,12,13,7,13,13,8,7,5,10,6,9,13,8,8,10,12.391,4.463,10.708,0.499,1.757,5.245,0.335,2.704,5.463,0.495,1.707,2.414,0.707,1.196,2.732,3.928,1.854,0.414,0.098,2.806,2.367,-14.976,13.58,3.218,0.976,2.05,0.513,0.634,0.809,1.097,2.025,0.542,1.099,2.805,0.392,56.97,56.702,10.074,4.146,9.561,0.527,1.78,4.61,0.386,2.366,4.952,0.478,0.512,0.756,0.677,0.562,0.903,0.622,1.294,3.294,0.393,-1.2,0.5,-0.7,-7.4,-6.4,-13.8,0.526,0.49,0.225,4.4,10.4,7.4,12.4,0.7,0.3,19.3,22.9
511,72.5,185,79.0,28.5,5,12,14,14,8,6,13,15,10,7,5,11,5,14,10,9.976,3.524,8.26,0.531,1.716,5.332,0.322,1.809,2.928,0.618,1.215,1.809,0.672,0.881,1.524,2.405,2.974,0.953,0.049,1.715,1.62,2.594,14.148,2.38,2.119,1.976,0.76,0.904,0.841,0.431,0.811,0.531,0.618,1.215,0.509,54.549,54.581,10.499,4.31,8.762,0.599,1.88,4.429,0.424,2.429,4.335,0.56,0.618,0.665,0.929,0.712,0.953,0.747,1.095,2.714,0.403,0.6,-1.2,-0.6,3.8,-1.9,1.9,0.551,0.646,0.219,3.5,6.3,4.9,16.0,1.7,0.2,15.9,17.8
512,74.5,195,81.0,30.0,5,13,12,14,3,5,11,14,4,11,9,11,12,10,11,15.343,5.264,11.183,0.592,2.711,6.501,0.417,2.552,4.684,0.545,2.107,2.631,0.801,0.473,1.58,2.053,1.342,1.499,0.158,2.449,1.817,2.29,14.983,2.473,1.868,2.342,0.657,0.895,0.734,0.578,0.948,0.61,1.315,2.841,0.463,55.039,54.665,9.897,3.947,8.894,0.556,2.0,5.341,0.374,1.948,3.552,0.548,0.473,0.577,0.82,0.342,0.527,0.649,1.132,2.446,0.463,-0.2,-0.6,-0.8,-2.2,0.4,-1.8,0.622,0.581,0.235,1.9,6.4,4.2,8.2,2.7,0.5,16.6,24.0
513,71.5,200,77.25,29.5,3,11,15,13,4,6,5,9,9,9,15,9,16,10,11,15.977,5.549,12.356,0.529,1.979,5.475,0.361,3.571,6.882,0.519,2.906,4.073,0.713,0.692,1.523,2.215,3.475,0.833,0.071,2.999,2.404,-0.855,11.998,4.383,1.739,3.024,1.738,2.31,0.752,0.452,0.81,0.558,1.382,3.762,0.367,62.857,62.539,12.809,5.169,11.31,0.567,2.478,6.381,0.388,2.69,4.93,0.546,0.524,0.69,0.759,0.477,0.882,0.541,1.69,3.358,0.503,1.2,-1.3,0.0,-0.9,-5.9,-6.8,0.565,0.443,0.33,2.5,5.2,3.9,18.1,1.3,0.2,17.5,24.9
514,76.0,190,81.0,27.5,9,13,18,11,7,6,13,7,13,15,13,12,16,17,12,19.39,6.584,14.876,0.529,2.56,7.951,0.322,4.026,6.926,0.581,3.658,4.585,0.798,0.901,1.976,2.877,3.562,1.564,0.05,1.73,2.073,9.756,12.2,5.268,3.537,3.266,1.975,2.586,0.764,0.659,1.293,0.51,1.39,3.05,0.456,59.04,59.121,7.829,3.246,8.368,0.468,1.342,4.609,0.291,1.903,3.757,0.507,0.462,0.537,0.86,0.512,0.731,0.7,0.929,2.489,0.373,3.8,1.2,5.1,7.5,7.5,15.0,0.574,0.534,0.308,3.4,7.6,5.5,19.8,2.7,0.2,9.3,28.4
515,75.5,190,78.25,32.0,8,12,12,12,3,6,14,10,8,16,10,11,12,11,12,10.363,3.728,8.544,0.511,1.273,3.909,0.326,2.455,4.638,0.529,1.637,2.484,0.659,0.546,0.879,1.425,1.637,1.301,0.121,1.455,1.636,0.362,11.536,2.787,1.182,1.999,0.758,1.244,0.609,0.636,0.849,0.749,1.061,2.545,0.417,42.841,42.605,6.09,2.484,6.03,0.505,1.121,2.91,0.385,1.364,3.122,0.437,0.515,0.606,0.85,0.211,0.515,0.41,0.635,2.001,0.317,0.4,0.2,0.6,3.4,6.9,10.3,0.538,0.458,0.291,2.5,4.4,3.4,13.1,3.0,0.5,13.1,22.6
516,74.5,180,81.25,30.0,9,10,11,8,5,8,12,8,9,12,8,7,14,13,12,7.85,2.717,6.065,0.52,0.871,2.958,0.294,1.848,3.109,0.594,1.545,2.173,0.711,0.477,1.087,1.564,1.847,0.586,0.086,1.478,1.542,3.675,11.886,2.348,1.761,1.847,0.76,0.892,0.852,0.413,0.826,0.5,0.674,1.393,0.484,35.774,35.735,5.348,2.238,5.804,0.461,0.87,3.13,0.278,1.37,2.675,0.512,0.305,0.414,0.737,0.413,0.784,0.527,0.651,1.477,0.441,0.8,0.8,1.6,0.4,1.6,2.0,0.559,0.488,0.358,2.9,6.5,4.7,16.6,1.6,0.5,17.4,21.4
517,71.0,185,75.0,29.0,6,8,8,7,6,4,12,6,10,15,13,6,13,9,10,8.442,2.972,7.234,0.45,0.56,2.5,0.224,2.412,4.735,0.509,1.942,2.853,0.681,0.619,1.293,1.912,2.705,0.704,0.029,2.383,2.412,-7.468,9.854,2.822,1.205,2.146,0.941,1.325,0.71,0.471,1.088,0.433,1.0,2.324,0.43,56.662,56.559,9.795,4.296,9.148,0.535,1.205,3.971,0.303,3.09,5.175,0.597,0.587,0.767,0.765,0.618,0.852,0.725,1.884,3.558,0.53,-1.1,-0.5,-1.7,-1.1,-2.6,-3.7,0.497,0.346,0.394,2.4,5.2,3.8,15.2,1.3,0.1,21.9,17.6
