,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
306,74.5,205,81.25,37.0,5,12,8,13,4,7,15,12,14,9,14,11,9,8,10,4.897,1.872,4.05,0.522,0.488,1.232,0.396,1.385,2.821,0.491,0.666,0.821,0.811,0.487,1.129,1.616,2.205,0.616,0.077,1.255,1.05,1.974,12.845,1.281,0.718,0.848,0.256,0.282,0.908,0.385,0.691,0.557,0.743,1.844,0.403,28.534,28.442,2.203,0.999,3.334,0.33,0.204,1.155,0.177,0.794,2.18,0.364,0.18,0.256,0.703,0.231,0.487,0.474,0.386,1.436,0.269,0.3,3.9,4.2,0.555,0.304,0.203,3.9,8.6,6.3,24.9,2.2,0.5,22.1,18.2
307,73.5,200,78.25,27.0,8,16,16,15,6,10,13,10,16,6,16,15,15,9,11,16.523,5.87,12.694,0.564,2.567,6.067,0.423,3.305,6.629,0.499,2.219,2.89,0.768,0.827,2.739,3.566,3.478,2.63,0.108,1.693,2.305,16.371,13.787,3.958,1.935,2.39,0.914,1.284,0.712,1.066,2.328,0.458,1.327,3.02,0.439,60.519,60.304,8.676,3.673,9.174,0.473,1.326,4.37,0.303,2.348,4.806,0.489,0.283,0.304,0.931,0.501,1.065,0.47,1.565,3.436,0.455,3.0,0.0,3.0,0.592,0.478,0.228,3.0,9.7,6.4,17.1,4.4,0.4,10.8,23.3
308,78.5,230,84.0,28.5,8,8,11,13,14,17,10,15,12,10,11,9,14,16,12,11.332,4.424,7.866,0.571,0.133,0.666,0.2,4.288,7.2,0.596,2.355,3.733,0.631,2.09,6.464,8.554,1.289,1.286,0.889,0.911,2.111,11.446,4.273,7.912,0.134,2.377,0.223,0.246,0.907,3.733,6.133,0.609,0.333,0.822,0.405,51.546,51.714,4.844,2.312,5.91,0.41,0.221,0.933,0.237,2.088,4.977,0.42,0.066,0.155,0.426,1.622,3.799,0.427,0.402,1.022,0.393,2.1,3.0,5.1,0.596,0.085,0.475,9.3,27.2,18.5,7.1,2.5,3.5,8.7,18.2
309,83.5,225,86.0,29.0,11,7,10,10,18,8,9,8,6,10,10,7,8,14,10,11.415,4.389,8.023,0.547,0.0,0.023,0.0,4.389,7.999,0.549,2.634,3.854,0.683,2.195,8.852,11.047,0.611,0.39,1.146,1.342,3.366,2.903,2.846,8.732,0.05,3.341,0.074,0.146,0.507,4.292,7.61,0.564,0.022,0.244,0.09,57.128,57.176,11.341,5.609,10.56,0.537,0.121,0.39,0.31,5.487,10.171,0.539,0.463,0.586,0.79,4.78,9.219,0.518,0.245,0.366,0.669,0.8,0.9,1.7,0.587,0.003,0.48,8.6,34.8,21.6,3.5,0.7,3.5,12.1,17.7
310,77.5,210,86.25,30.0,5,10,10,9,7,8,8,10,17,9,13,9,15,15,10,6.167,2.263,4.691,0.576,0.881,2.024,0.435,1.381,2.667,0.518,0.761,1.047,0.727,0.167,0.903,1.07,3.381,0.595,0.143,2.0,1.191,4.217,11.765,1.857,1.974,1.096,0.62,0.809,0.766,0.308,0.476,0.647,0.451,1.382,0.326,30.532,30.74,4.644,1.81,4.857,0.478,1.024,3.192,0.321,0.785,1.667,0.471,0.238,0.284,0.838,0.049,0.239,0.205,0.5,1.142,0.438,1.7,0.8,2.4,0.599,0.431,0.223,1.2,6.0,3.7,33.5,1.9,0.9,28.0,21.2
311,83.0,230,85.0,26.5,17,16,8,8,13,12,11,8,11,8,3,19,10,6,10,16.878,6.781,11.538,0.594,0.146,0.489,0.299,6.635,11.048,0.601,3.172,3.855,0.823,1.879,5.706,7.585,0.415,0.756,0.928,1.513,2.489,2.537,3.845,12.732,0.05,2.731,0.0,0.0,,6.364,10.584,0.601,0.267,0.463,0.577,49.729,49.706,6.439,3.145,6.732,0.478,0.146,0.366,0.399,3.001,6.368,0.471,0.219,0.464,0.472,2.708,5.585,0.485,0.073,0.317,0.23,2.7,1.2,3.9,0.638,0.042,0.334,8.3,25.7,17.0,3.2,1.5,3.7,10.3,26.5
312,74.0,185,80.0,35.0,12,10,15,16,5,14,16,13,7,9,8,10,10,14,11,14.202,5.226,11.25,0.533,1.55,3.898,0.398,3.675,7.351,0.5,2.2,2.749,0.8,1.3,4.0,5.3,0.999,1.275,0.35,1.224,2.274,-2.25,11.239,5.75,0.45,2.374,0.225,0.25,0.9,2.649,5.275,0.502,0.799,1.825,0.438,63.35,63.051,7.999,3.6,8.201,0.488,0.8,2.399,0.333,2.799,5.8,0.483,0.224,0.601,0.373,1.8,3.399,0.53,0.775,1.8,0.431,1.1,0.9,2.0,0.57,0.346,0.244,4.4,13.7,9.1,5.1,2.0,1.0,8.9,19.6
313,77.0,165,79.25,28.0,14,12,17,16,8,9,19,18,13,12,11,12,9,10,13,15.046,5.395,12.325,0.544,2.628,6.907,0.38,2.767,5.42,0.511,1.628,1.859,0.876,1.163,2.491,3.654,1.14,1.628,0.07,1.187,1.906,9.094,13.593,3.908,1.163,1.583,0.114,0.21,0.543,1.837,3.21,0.572,0.815,2.001,0.407,61.664,61.061,7.257,3.095,7.534,0.482,1.069,3.697,0.289,2.023,3.839,0.527,0.397,0.487,0.815,0.651,0.954,0.682,0.976,2.395,0.408,1.4,0.0,1.4,0.572,0.56,0.151,3.9,9.4,6.5,6.0,2.7,0.2,8.3,20.8
314,80.0,190,85.0,29.5,16,9,13,9,6,11,8,12,12,11,5,10,13,7,11,9.501,3.667,7.238,0.545,0.549,1.5,0.366,3.119,5.738,0.544,1.619,2.408,0.672,0.977,2.69,3.667,0.952,0.644,0.737,1.12,1.761,8.738,6.034,5.572,0.665,2.143,0.143,0.214,0.668,2.644,4.713,0.561,0.334,0.808,0.413,41.428,41.315,6.453,2.953,6.549,0.493,0.547,1.191,0.459,2.404,5.357,0.449,0.31,0.525,0.59,1.952,4.287,0.455,0.142,0.548,0.259,0.8,-1.4,-0.6,0.573,0.207,0.333,5.2,13.7,9.6,6.6,1.5,3.5,11.9,20.2
315,80.5,215,81.0,41.0,7,9,13,11,11,11,16,13,9,9,12,9,9,12,11,5.4,1.849,4.201,0.494,0.449,1.749,0.257,1.4,2.449,0.572,1.25,1.8,0.694,0.7,2.65,3.35,0.6,0.5,0.15,0.651,1.049,0.65,7.546,2.501,0.599,1.151,0.101,0.15,0.673,1.15,1.849,0.622,0.15,0.451,0.333,30.735,30.95,4.75,2.049,4.9,0.484,0.65,1.899,0.342,1.4,3.0,0.467,0.0,0.0,,0.651,1.35,0.482,0.75,1.651,0.454,0.4,1.6,2.0,0.541,0.416,0.428,4.8,18.2,11.5,5.3,1.6,0.9,11.5,16.2
316,76.5,200,81.0,36.5,5,14,7,7,9,7,8,16,11,11,8,13,14,5,10,14.659,5.197,13.757,0.469,2.511,7.804,0.322,2.68,5.949,0.45,1.756,2.317,0.758,1.145,3.977,5.122,1.975,1.681,0.121,1.34,1.754,3.122,14.084,2.828,1.585,1.977,0.586,0.829,0.707,0.83,1.807,0.459,1.27,3.318,0.383,61.16,60.36,10.537,4.366,9.587,0.55,1.806,4.682,0.386,2.563,4.902,0.523,0.413,0.512,0.807,0.878,1.416,0.62,1.269,2.975,0.427,0.0,1.4,1.4,0.496,0.567,0.168,4.0,14.0,9.0,10.2,2.8,0.4,8.3,23.4
317,75.5,185,80.0,29.5,10,17,8,5,13,4,12,13,12,10,14,18,13,17,12,20.824,7.324,16.401,0.528,2.676,7.575,0.353,4.65,8.826,0.527,3.5,3.974,0.881,0.926,2.949,3.875,5.176,1.575,0.249,3.25,2.301,8.049,14.158,4.249,2.798,2.901,1.175,1.675,0.701,0.951,1.875,0.507,2.526,5.275,0.479,60.276,60.536,9.326,3.925,9.3,0.501,1.476,4.651,0.317,2.451,4.652,0.527,0.749,1.025,0.731,0.5,0.776,0.644,1.201,2.849,0.422,3.4,1.4,4.8,0.574,0.462,0.242,3.6,10.1,7.0,30.2,2.6,0.7,15.2,32.2
318,75.0,180,77.0,28.5,12,16,11,15,5,10,18,16,14,14,17,15,15,8,12,15.372,5.697,11.533,0.553,1.351,3.673,0.368,4.349,7.86,0.553,2.628,3.117,0.843,0.58,1.234,1.814,3.582,1.463,0.14,1.722,1.792,6.067,11.182,4.416,1.837,2.628,1.325,1.697,0.781,0.883,1.744,0.506,2.14,4.417,0.484,54.071,53.941,5.467,2.278,5.931,0.461,0.907,3.256,0.279,1.373,2.674,0.513,0.441,0.513,0.86,0.186,0.443,0.42,0.743,1.721,0.432,2.6,1.7,4.3,0.596,0.318,0.27,2.4,5.4,3.8,21.9,2.7,0.5,11.8,24.2
319,76.5,220,80.0,28.0,9,5,10,10,10,12,8,15,9,13,8,5,17,8,11,12.289,4.92,10.156,0.495,0.209,0.684,0.306,4.71,9.474,0.497,2.237,3.605,0.621,2.053,6.578,8.631,0.737,1.054,0.367,1.054,3.079,-7.683,4.242,8.683,0.158,2.919,0.422,0.658,0.641,3.922,7.921,0.495,0.368,0.895,0.411,61.01,60.882,10.395,5.105,9.422,0.552,0.184,0.447,0.412,4.921,8.975,0.548,0.684,1.025,0.667,4.131,7.606,0.543,0.105,0.344,0.305,0.5,-0.5,0.0,0.523,0.067,0.355,7.2,23.4,15.3,4.3,1.7,1.0,8.2,19.2
320,69.0,190,72.0,27.0,6,16,9,8,8,8,14,12,14,14,15,16,10,9,10,17.451,6.353,13.725,0.532,1.899,5.474,0.347,4.452,8.25,0.54,2.85,3.274,0.87,0.825,3.699,4.524,2.225,1.35,0.124,1.35,2.249,-2.575,11.441,5.7,0.901,2.623,0.724,0.951,0.761,2.125,3.599,0.59,1.599,3.699,0.432,56.725,56.629,9.325,4.277,8.572,0.544,0.775,2.524,0.307,3.501,6.051,0.579,0.527,0.624,0.845,2.074,3.499,0.593,0.9,1.926,0.467,2.9,0.0,2.8,0.575,0.399,0.239,3.1,14.4,8.7,15.7,2.4,0.4,8.2,26.5
321,75.0,200,77.25,30.0,5,9,16,15,12,9,10,13,8,15,12,8,12,16,11,11.457,4.068,9.795,0.492,1.499,4.43,0.338,2.567,5.364,0.479,1.819,2.908,0.626,1.067,2.864,3.931,2.978,1.364,0.068,2.454,2.41,-0.909,12.029,3.547,1.819,2.819,1.273,1.796,0.709,0.499,0.931,0.536,0.796,2.636,0.302,58.339,58.421,9.75,3.979,9.681,0.504,1.796,4.728,0.38,2.182,4.956,0.44,0.636,0.886,0.718,0.385,0.659,0.584,1.162,3.408,0.341,-0.4,1.1,0.7,0.517,0.452,0.297,3.7,10.7,7.1,16.2,2.3,0.2,18.1,20.5
322,73.5,160,78.0,35.0,6,10,8,13,12,8,8,7,17,13,7,9,10,7,9,9.366,3.123,7.122,0.517,1.122,2.879,0.39,2.0,4.243,0.471,1.999,2.804,0.713,1.001,2.365,3.366,5.853,1.195,0.122,3.73,2.927,-6.294,12.123,2.441,2.438,2.244,0.707,0.999,0.708,0.513,0.828,0.62,0.78,2.415,0.323,56.984,56.896,10.807,4.537,10.536,0.513,1.734,4.881,0.355,2.804,5.659,0.495,1.001,1.269,0.789,0.292,0.56,0.521,1.512,3.83,0.395,0.7,0.2,0.9,0.56,0.404,0.394,3.7,9.1,6.4,32.5,2.1,0.4,30.9,19.1
323,77.5,205,78.0,35.0,7,15,16,16,8,11,13,17,6,18,6,15,5,6,11,11.213,4.073,9.262,0.543,1.905,5.333,0.357,2.168,3.928,0.552,1.169,1.643,0.712,0.882,3.356,4.238,0.475,0.787,0.119,0.834,1.689,2.882,14.374,2.714,1.071,1.571,0.096,0.143,0.671,1.26,2.071,0.608,0.808,1.714,0.471,50.853,50.654,7.427,3.168,7.762,0.479,1.095,3.643,0.301,2.072,4.118,0.503,0.239,0.357,0.669,1.046,1.573,0.665,0.786,2.191,0.359,0.8,0.8,1.6,0.561,0.576,0.177,3.6,14.0,8.8,3.1,1.6,0.4,7.7,19.2
324,72.0,175,73.0,29.0,13,4,6,8,11,5,8,19,12,16,15,4,17,10,11,13.197,5.126,10.975,0.47,0.075,0.324,0.231,5.05,10.648,0.474,2.874,5.049,0.569,0.874,2.352,3.226,5.576,1.774,0.023,3.3,2.199,3.075,6.855,5.95,2.799,3.575,2.425,3.551,0.683,0.552,0.774,0.713,2.075,6.324,0.328,58.617,58.685,12.025,4.951,11.001,0.547,2.124,5.849,0.363,2.826,5.149,0.549,0.775,0.85,0.912,0.351,0.524,0.67,1.701,3.774,0.451,1.8,-0.4,1.4,0.5,0.03,0.46,3.3,8.6,6.0,31.7,3.0,0.1,20.0,25.5
325,76.0,195,80.0,31.0,5,8,17,9,7,10,16,15,8,14,12,7,14,12,11,9.099,3.326,7.625,0.52,1.277,4.074,0.313,2.049,3.549,0.577,1.175,1.676,0.701,0.973,2.552,3.525,1.276,1.875,0.098,1.203,1.927,0.002,12.207,2.65,1.15,1.525,0.648,0.826,0.785,0.674,1.249,0.54,0.724,1.474,0.491,55.394,55.373,9.15,3.75,8.349,0.548,1.651,4.075,0.405,2.1,4.274,0.491,0.199,0.199,1.0,0.875,1.425,0.614,1.027,2.65,0.388,0.1,-1.0,-0.8,0.544,0.534,0.22,4.0,10.4,7.2,7.0,3.4,0.3,12.6,15.5
326,74.0,195,77.0,29.0,11,16,7,8,11,10,6,7,15,16,14,15,9,9,12,11.643,4.073,9.596,0.484,1.143,3.619,0.316,2.928,5.976,0.49,2.358,2.715,0.869,0.714,2.189,2.903,7.38,1.239,0.094,3.0,2.43,2.5,11.737,3.191,2.5,2.429,1.096,1.834,0.598,0.499,0.811,0.615,1.334,3.333,0.4,55.631,55.584,12.427,5.188,11.215,0.554,2.047,5.403,0.379,3.145,5.81,0.541,1.144,1.381,0.828,0.263,0.356,0.739,1.738,4.07,0.427,3.6,-0.9,2.7,0.539,0.377,0.283,2.8,8.7,5.7,40.8,2.2,0.3,21.8,22.0
327,81.5,210,85.0,30.5,11,14,10,13,11,16,6,8,8,12,11,16,6,11,11,15.389,5.854,10.952,0.548,0.293,0.878,0.334,5.561,10.073,0.552,3.389,4.342,0.781,1.828,6.194,8.022,0.39,0.612,1.535,1.879,3.512,5.099,4.265,10.342,0.05,3.22,0.022,0.097,0.227,5.098,9.147,0.557,0.39,0.826,0.472,55.802,55.853,8.023,3.926,8.511,0.471,0.172,0.439,0.392,3.757,8.075,0.465,0.39,0.659,0.592,3.071,6.609,0.465,0.293,0.805,0.364,0.9,0.8,1.7,0.598,0.08,0.396,7.2,24.3,15.7,2.5,1.1,5.1,12.7,23.8
328,71.0,170,75.0,29.5,7,18,11,16,6,8,6,6,12,10,10,17,8,19,10,14.13,4.897,11.895,0.499,2.078,5.871,0.354,2.819,6.026,0.468,2.255,2.615,0.862,0.769,4.358,5.127,0.641,0.411,0.052,1.077,2.513,-5.231,14.381,3.076,0.947,2.102,0.18,0.283,0.636,1.36,2.873,0.473,1.282,2.871,0.447,60.081,59.969,11.409,4.795,10.563,0.54,1.82,4.925,0.37,2.974,5.642,0.527,0.308,0.41,0.751,1.129,2.0,0.565,1.539,3.23,0.476,0.7,-0.1,0.6,0.542,0.494,0.22,2.8,16.0,9.3,3.7,0.7,0.2,7.6,21.5
329,81.0,230,85.25,28.0,18,17,8,9,7,16,6,5,13,4,13,18,16,14,11,15.793,6.251,10.204,0.623,0.205,0.863,0.238,6.044,9.341,0.647,3.092,3.682,0.84,1.204,5.819,7.023,0.795,1.454,0.82,1.435,2.249,16.498,6.048,9.363,0.046,2.977,0.205,0.317,0.647,4.479,6.591,0.68,1.364,2.431,0.561,60.688,60.697,7.364,3.409,7.093,0.519,0.545,1.433,0.38,2.864,5.66,0.506,0.295,0.502,0.588,2.047,3.999,0.512,0.523,1.16,0.451,1.9,0.3,2.2,0.668,0.085,0.361,4.8,22.4,13.8,4.0,2.4,2.9,10.8,19.8
330,77.0,180,83.25,32.0,14,8,13,8,10,9,9,4,8,6,12,8,18,19,10,13.818,5.479,9.75,0.562,0.0,0.021,0.0,5.479,9.726,0.563,2.864,4.612,0.621,1.977,7.001,8.978,0.729,1.341,1.454,1.91,2.954,6.386,3.904,10.227,0.226,3.271,0.454,0.661,0.687,4.659,8.298,0.561,0.365,0.772,0.473,54.523,54.653,8.683,4.161,9.499,0.457,0.364,0.999,0.364,3.793,8.5,0.446,0.205,0.41,0.5,3.387,7.365,0.46,0.204,0.725,0.281,0.7,1.4,2.2,0.587,0.002,0.473,8.0,26.8,17.6,4.6,2.5,4.8,14.0,22.5
331,78.0,195,80.0,31.0,8,7,16,6,12,12,7,17,12,8,7,8,9,14,11,8.882,3.641,7.31,0.523,0.357,1.167,0.306,3.287,6.144,0.535,1.236,1.931,0.64,3.167,7.522,10.689,1.833,0.762,1.19,1.548,2.881,0.547,5.637,5.668,0.049,2.119,0.022,0.022,1.0,2.808,5.285,0.531,0.451,0.832,0.542,58.303,58.377,7.096,3.501,7.595,0.467,0.094,0.382,0.246,3.403,7.214,0.472,0.714,1.047,0.682,2.476,5.666,0.437,0.214,0.5,0.428,0.4,2.0,2.5,0.544,0.16,0.264,11.0,28.1,19.3,9.7,1.3,3.8,15.9,14.7
332,72.5,185,77.25,27.0,6,18,17,9,8,10,16,11,10,10,17,16,15,14,12,17.238,5.667,12.644,0.54,2.333,6.737,0.346,3.335,5.906,0.565,3.571,4.31,0.829,0.548,2.405,2.953,3.308,1.69,0.096,1.714,1.761,9.549,13.614,3.763,2.0,2.954,1.38,1.975,0.699,0.5,1.142,0.438,1.453,2.786,0.522,53.947,53.716,7.594,3.119,7.81,0.486,1.356,4.381,0.31,1.762,3.428,0.514,0.357,0.5,0.714,0.5,0.716,0.698,0.903,2.215,0.408,2.9,1.6,4.6,0.593,0.533,0.341,2.3,9.6,6.0,20.4,3.2,0.3,10.5,27.2
333,77.5,235,83.0,36.5,6,14,10,10,9,5,13,16,13,8,8,13,15,11,12,20.842,7.131,15.737,0.599,4.605,11.185,0.412,2.527,4.554,0.555,1.975,2.656,0.744,0.763,2.606,3.369,2.737,1.315,0.289,1.342,1.684,8.922,16.225,3.105,2.08,1.947,0.709,0.817,0.868,0.842,1.528,0.551,0.974,2.21,0.441,55.532,55.687,8.973,3.632,8.895,0.504,1.71,4.763,0.359,1.92,4.132,0.465,0.394,0.63,0.625,0.423,0.79,0.535,1.105,2.711,0.408,3.4,1.1,4.5,0.616,0.711,0.169,3.1,10.0,6.6,17.8,2.4,1.0,7.4,29.5
334,84.0,260,89.0,36.5,15,13,9,7,12,15,6,11,9,5,6,16,10,5,10,12.937,4.935,7.679,0.648,0.086,0.148,0.581,4.849,7.531,0.644,2.98,3.511,0.849,1.044,5.786,6.83,0.595,1.126,1.513,1.043,2.212,18.213,3.288,9.022,0.044,2.639,0.0,0.0,,4.51,6.873,0.656,0.341,0.658,0.518,50.255,50.328,8.362,4.107,8.745,0.478,0.149,0.384,0.388,3.959,8.362,0.473,0.274,0.382,0.717,3.383,7.404,0.457,0.298,0.573,0.52,2.3,0.5,2.9,0.701,0.019,0.457,5.5,26.6,16.7,3.5,2.2,5.8,10.2,18.9
335,76.5,200,83.0,31.0,7,15,17,15,14,7,18,11,11,18,9,14,17,13,13,16.125,5.675,13.526,0.513,2.526,7.701,0.328,3.149,5.826,0.541,2.251,3.2,0.703,0.949,2.15,3.099,1.949,1.5,0.15,1.624,1.6,8.1,13.406,3.699,1.3,2.523,1.123,1.425,0.788,0.725,1.625,0.446,1.3,2.775,0.468,52.797,52.726,6.35,2.598,7.075,0.448,1.15,3.747,0.307,1.451,3.327,0.436,0.399,0.526,0.759,0.326,0.55,0.593,0.725,2.252,0.322,1.2,2.2,3.4,0.54,0.569,0.237,3.8,8.9,6.3,13.3,2.9,0.5,9.8,28.0
336,79.0,200,82.0,34.0,11,13,13,16,9,11,12,15,9,18,15,14,11,16,13,15.35,5.8,10.6,0.562,0.324,0.901,0.36,5.477,9.699,0.565,3.426,4.099,0.836,2.325,6.672,8.997,1.249,0.849,0.649,1.401,3.0,5.201,4.389,9.649,0.15,3.277,0.451,0.725,0.622,4.376,7.675,0.57,0.649,1.301,0.499,60.51,60.617,9.349,4.575,8.799,0.531,0.201,0.599,0.336,4.374,8.201,0.533,0.576,0.825,0.698,3.524,6.623,0.532,0.275,0.75,0.367,2.3,0.1,2.4,0.619,0.085,0.387,7.7,24.1,15.6,6.8,1.4,2.0,10.1,20.1
337,77.5,200,77.0,28.5,13,6,14,11,15,12,17,10,6,14,11,6,6,6,11,12.929,5.049,11.238,0.449,0.0,0.0,,5.049,11.238,0.449,2.833,4.404,0.643,3.001,7.667,10.668,0.548,0.761,0.499,1.451,2.928,-1.736,3.456,10.05,0.095,3.333,0.119,0.334,0.356,4.904,10.667,0.46,0.021,0.239,0.088,57.966,58.089,8.478,4.165,7.927,0.534,0.142,0.381,0.373,4.026,7.549,0.533,0.43,0.761,0.565,3.336,6.261,0.533,0.264,0.525,0.503,0.5,1.1,1.6,0.491,0.0,0.392,10.7,29.8,19.9,3.3,1.3,1.6,9.9,22.5
338,77.0,205,77.0,36.0,12,10,10,11,13,12,7,10,7,14,12,12,15,8,12,12.979,4.957,9.043,0.553,0.085,0.341,0.249,4.873,8.701,0.56,2.976,3.874,0.768,2.022,7.02,9.042,0.511,1.384,0.788,1.361,2.849,3.574,3.593,9.363,0.256,2.874,0.362,0.51,0.71,4.278,7.745,0.552,0.19,0.446,0.426,54.196,53.914,8.403,4.148,7.977,0.527,0.106,0.489,0.217,4.043,7.489,0.54,0.234,0.554,0.422,3.66,6.449,0.568,0.148,0.489,0.303,1.2,1.0,2.2,0.604,0.038,0.428,8.3,29.8,18.9,2.9,2.6,2.8,11.2,20.2
339,78.0,215,83.0,27.0,5,11,15,16,9,9,15,13,10,8,9,11,13,14,11,13.15,4.725,9.849,0.608,2.526,6.0,0.421,2.2,3.849,0.572,1.175,1.899,0.619,0.601,3.724,4.325,1.026,1.199,0.101,1.148,1.499,6.201,15.042,2.799,1.723,1.652,0.2,0.275,0.727,1.201,2.0,0.601,0.799,1.574,0.508,57.279,57.198,7.302,3.052,7.752,0.471,1.2,3.501,0.343,1.85,4.252,0.435,0.223,0.325,0.686,0.65,1.3,0.5,0.975,2.628,0.371,1.3,1.1,2.4,0.615,0.609,0.193,2.3,14.2,8.3,5.8,2.1,0.3,9.7,18.7
340,75.0,190,76.0,31.0,12,12,15,4,11,12,7,8,10,14,14,13,12,9,11,10.832,4.262,7.523,0.579,0.189,0.57,0.332,4.072,6.952,0.586,2.119,3.167,0.669,1.692,5.286,6.978,0.619,1.001,0.214,0.905,2.88,5.618,4.3,7.809,0.049,2.644,0.26,0.453,0.574,3.619,6.121,0.591,0.167,0.382,0.437,50.202,49.553,8.594,4.166,6.929,0.62,0.262,0.43,0.609,3.903,6.499,0.601,0.308,0.452,0.681,3.381,5.405,0.626,0.214,0.642,0.333,1.5,-1.2,0.3,0.607,0.076,0.421,7.1,24.2,15.3,3.8,2.0,0.8,9.2,17.5
341,85.5,245,89.0,26.5,12,15,8,11,10,10,9,10,6,10,10,16,6,8,10,16.456,6.565,10.24,0.657,0.325,0.562,0.578,6.238,9.675,0.645,3.0,3.868,0.776,1.457,5.824,7.281,0.238,1.435,1.455,1.392,2.761,12.869,4.163,11.523,0.0,3.001,0.0,0.0,,5.76,8.782,0.656,0.479,0.89,0.538,52.427,52.378,8.826,4.348,9.043,0.488,0.129,0.372,0.347,4.216,8.674,0.486,0.37,0.586,0.631,3.609,7.718,0.468,0.237,0.37,0.641,2.6,0.3,2.9,0.689,0.055,0.378,7.1,25.5,16.8,1.5,2.7,5.4,10.4,23.3
342,74.0,170,77.0,32.0,10,14,15,10,10,11,7,5,8,9,15,14,14,8,10,10.489,3.712,7.756,0.562,1.288,3.468,0.371,2.423,4.289,0.565,1.778,2.156,0.825,0.668,1.8,2.468,0.999,0.712,0.133,1.557,1.689,3.378,12.928,3.155,0.821,1.623,0.534,0.777,0.687,0.999,1.623,0.616,0.844,1.889,0.447,39.43,39.549,7.289,3.066,7.311,0.498,1.156,3.71,0.312,1.912,3.6,0.531,0.288,0.489,0.589,0.468,0.799,0.586,1.154,2.312,0.499,0.5,-0.9,-0.5,0.602,0.447,0.278,3.9,9.9,7.0,7.4,1.8,0.7,15.2,23.4
343,76.5,215,83.25,27.5,14,14,15,7,8,6,12,13,9,11,8,15,15,16,12,20.224,7.324,14.5,0.625,3.474,7.7,0.451,3.851,6.799,0.566,2.1,2.526,0.831,1.199,3.749,4.948,0.901,0.826,0.2,1.2,1.85,-2.551,14.222,4.75,0.849,2.048,0.299,0.299,1.0,2.076,3.651,0.569,1.476,2.849,0.518,61.993,61.974,10.274,4.3,9.45,0.544,1.675,4.651,0.36,2.623,4.799,0.547,0.273,0.299,0.913,0.826,1.326,0.623,1.525,3.175,0.48,2.9,-0.3,2.6,0.648,0.531,0.174,4.4,13.3,8.9,5.3,1.3,0.5,7.1,25.2
344,75.0,175,82.25,28.0,13,16,11,17,6,6,5,9,10,10,10,15,14,8,10,19.675,7.399,14.275,0.553,0.998,2.724,0.366,6.397,11.549,0.554,3.876,4.625,0.838,1.8,5.701,7.501,1.126,0.674,0.351,1.575,2.926,-5.099,7.487,10.1,0.624,3.474,0.424,0.576,0.736,4.626,8.301,0.557,1.349,2.674,0.504,57.862,57.744,11.05,5.25,9.801,0.564,0.55,1.65,0.333,4.7,8.151,0.577,0.651,0.999,0.652,3.575,6.077,0.588,0.474,1.075,0.441,3.0,-1.4,1.6,0.603,0.191,0.324,6.8,20.3,13.7,7.9,1.2,1.0,8.8,28.0
345,78.5,230,80.0,35.0,5,15,15,10,10,10,12,9,10,6,12,14,17,14,10,20.585,7.362,15.027,0.599,3.277,8.028,0.408,4.085,6.999,0.584,2.584,3.306,0.782,1.221,3.444,4.665,3.833,1.777,0.221,2.832,1.862,9.167,13.456,5.223,2.779,2.833,1.472,1.944,0.757,1.139,1.916,0.594,1.474,3.139,0.47,64.729,65.318,10.001,4.194,10.527,0.475,1.612,5.334,0.302,2.583,5.195,0.497,0.388,0.473,0.82,0.639,1.278,0.5,1.555,3.446,0.451,2.2,1.8,4.0,0.624,0.534,0.22,4.1,11.2,7.7,19.4,2.7,0.6,14.7,26.8
346,76.0,215,78.0,27.0,9,7,10,8,11,5,17,12,12,12,10,6,12,7,10,14.351,5.486,12.567,0.509,1.81,5.405,0.335,3.676,7.161,0.513,1.567,2.486,0.63,0.838,2.648,3.486,4.62,0.947,0.108,4.676,3.081,-22.46,12.816,4.0,2.539,2.299,1.515,2.027,0.747,0.486,1.216,0.4,1.676,3.92,0.428,61.061,60.775,9.486,3.975,9.189,0.516,1.541,4.676,0.33,2.432,4.513,0.539,1.001,1.27,0.788,0.459,0.675,0.68,0.975,2.567,0.38,-0.5,1.0,0.6,0.525,0.43,0.198,2.9,9.7,6.2,32.7,1.6,0.3,25.5,27.7
