,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,POT,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P
415,73.0,180,77.25,29.0,5,17,8,13,6,11,10,13,9,14,11,16,5,16,10,13.22,5.05,11.217,0.525,1.685,4.804,0.351,3.367,6.415,0.525,1.439,1.731,0.831,0.683,3.732,4.415,0.878,1.099,0.219,1.633,1.853,-6.512,14.114,2.879,1.315,1.756,0.317,0.367,0.864,1.122,2.293,0.489,1.926,3.757,0.513,62.995,63.078,9.636,3.976,9.024,0.534,1.682,4.44,0.379,2.293,4.583,0.5,0.293,0.366,0.801,0.758,1.315,0.576,1.243,2.901,0.428,-0.2,-0.1,-0.3,-0.6,-0.4,-1.1,0.552,0.428,0.154,2.3,12.6,7.5,4.9,1.7,0.6,12.0,19.6
416,80.0,225,81.25,29.0,7,13,13,6,9,9,12,13,8,13,10,15,9,8,12,6.444,2.311,5.335,0.541,1.154,3.2,0.361,1.156,2.133,0.542,0.667,0.799,0.835,0.755,2.777,3.532,0.62,0.778,0.154,0.734,1.11,4.912,15.505,1.512,1.022,0.999,0.109,0.155,0.703,0.644,1.087,0.592,0.401,0.889,0.451,40.754,40.939,6.311,2.575,6.09,0.518,1.157,3.09,0.374,1.422,3.0,0.474,0.156,0.177,0.881,0.732,1.491,0.491,0.533,1.334,0.4,0.2,0.4,0.7,4.4,2.0,6.4,0.567,0.6,0.15,4.3,14.2,9.5,4.2,1.9,0.7,11.4,14.3
417,76.5,200,77.0,35.5,11,10,16,8,6,11,13,11,17,9,16,9,15,12,12,10.85,3.85,8.276,0.572,1.776,4.526,0.392,2.079,3.749,0.555,1.375,1.749,0.786,0.649,2.85,3.499,2.375,1.499,0.098,1.351,1.875,5.375,13.498,2.899,0.601,1.6,0.349,0.601,0.581,1.099,1.625,0.676,0.625,1.525,0.41,54.767,55.088,7.751,3.175,8.349,0.464,1.399,4.4,0.318,1.775,3.95,0.449,0.3,0.376,0.798,0.549,0.975,0.563,0.924,2.602,0.355,1.6,0.4,2.0,5.2,4.5,9.8,0.6,0.547,0.211,2.7,10.2,6.7,13.9,2.7,0.3,13.0,17.2
418,76.5,200,78.0,25.0,8,12,7,11,4,8,15,9,8,13,8,10,13,7,11,12.9,4.73,10.707,0.526,1.806,4.463,0.405,2.927,6.243,0.469,1.636,2.027,0.807,0.878,2.633,3.511,1.22,0.804,0.245,1.535,1.585,-4.026,13.767,3.368,1.026,1.707,0.293,0.464,0.631,1.39,2.538,0.548,1.244,3.244,0.383,55.72,55.458,8.658,3.732,8.926,0.485,1.194,3.733,0.32,2.536,5.196,0.488,0.317,0.39,0.813,0.977,1.61,0.607,1.245,3.194,0.39,0.5,-0.3,0.2,-0.3,-1.0,-1.3,0.556,0.417,0.189,3.4,9.5,6.5,8.2,1.5,0.8,11.7,21.4
419,72.5,180,75.0,31.0,8,14,9,14,12,5,11,13,11,5,5,15,11,14,10,16.565,5.922,15.974,0.451,2.565,8.461,0.303,3.359,7.512,0.447,2.154,2.745,0.785,1.487,3.742,5.229,0.617,1.178,0.179,1.307,2.026,1.281,15.023,3.18,0.871,2.462,0.077,0.102,0.755,1.513,3.616,0.418,1.77,3.795,0.466,58.715,58.487,9.487,3.972,9.051,0.524,1.539,4.358,0.353,2.435,4.693,0.519,0.178,0.23,0.774,0.693,1.025,0.676,1.565,3.435,0.456,0.8,0.1,0.9,-0.5,0.5,0.0,0.482,0.53,0.172,5.5,13.4,9.5,3.8,2.0,0.6,7.1,28.0
420,72.5,175,76.0,31.0,10,8,11,10,10,9,9,10,14,5,14,7,10,12,10,8.56,3.059,7.677,0.46,0.941,3.295,0.286,2.117,4.383,0.483,1.501,2.323,0.646,1.295,3.235,4.53,1.351,0.852,0.058,2.175,1.735,-11.354,12.398,2.647,0.5,1.912,0.088,0.117,0.752,1.236,2.44,0.507,0.795,1.825,0.436,56.732,57.59,9.823,4.028,8.913,0.551,1.766,4.353,0.406,2.263,4.559,0.496,0.383,0.47,0.815,0.824,1.236,0.667,1.059,2.853,0.371,-1.7,-0.7,-2.4,-5.2,-4.9,-10.2,0.492,0.429,0.303,5.3,11.9,8.8,8.2,1.5,0.2,20.0,17.2
421,78.0,210,84.0,26.0,11,10,14,12,12,12,14,9,7,6,15,11,9,15,12,11.023,4.335,8.714,0.504,0.119,0.309,0.385,4.215,8.406,0.501,2.237,2.692,0.831,1.595,4.452,6.047,1.144,1.737,0.286,2.952,2.048,-5.974,7.788,5.238,0.524,2.43,0.096,0.215,0.447,2.525,4.881,0.517,1.595,3.311,0.482,67.035,67.847,9.239,3.811,9.858,0.469,1.618,4.882,0.331,2.189,4.977,0.44,0.332,0.618,0.537,0.548,1.334,0.411,1.307,3.026,0.432,-1.8,1.1,-0.8,-6.5,1.7,-4.8,0.557,0.035,0.309,5.4,14.4,10.1,5.6,2.6,0.8,23.0,17.3
422,74.5,160,77.0,33.5,9,11,11,5,8,3,13,15,12,15,16,9,8,15,11,13.224,5.074,12.4,0.474,1.6,5.149,0.311,3.474,7.25,0.479,1.476,2.351,0.628,1.15,4.2,5.35,1.777,1.35,0.301,1.649,1.925,-9.826,12.749,4.05,0.776,2.0,0.499,0.826,0.604,1.525,2.975,0.513,1.45,3.451,0.42,58.816,58.842,9.625,4.099,8.873,0.542,1.426,3.925,0.363,2.674,4.949,0.54,0.426,0.574,0.742,1.074,1.774,0.605,1.174,2.601,0.451,0.4,0.3,0.7,1.6,0.2,1.8,0.492,0.415,0.19,4.0,16.2,9.8,12.2,2.3,0.9,10.9,23.3
423,76.0,230,82.0,32.0,12,11,10,18,13,5,12,7,16,11,10,11,5,11,10,6.715,2.5,5.978,0.484,0.785,2.166,0.362,1.715,3.808,0.45,0.929,1.191,0.78,0.691,3.335,4.026,1.143,0.881,0.143,1.12,1.285,1.023,11.133,2.333,0.619,1.356,0.094,0.143,0.657,1.073,2.427,0.442,0.549,1.239,0.443,45.222,45.162,6.74,2.808,6.739,0.5,1.12,2.905,0.386,1.689,3.832,0.441,0.167,0.287,0.582,0.929,1.786,0.52,0.595,1.761,0.338,-0.5,1.0,0.5,2.3,2.0,4.3,0.516,0.362,0.199,3.3,16.1,9.7,7.7,2.0,0.6,14.7,15.3
424,78.5,200,79.0,26.0,14,18,10,8,14,12,7,7,15,15,10,17,12,18,12,25.431,9.523,20.452,0.544,3.214,8.236,0.39,6.312,12.214,0.517,3.168,3.642,0.87,1.261,5.239,6.5,0.999,1.239,0.094,1.81,2.072,5.024,12.283,7.003,1.908,2.905,0.62,0.833,0.744,2.856,5.452,0.524,2.809,5.928,0.474,63.993,64.512,10.285,4.095,9.856,0.522,2.097,5.381,0.39,1.998,4.476,0.446,0.355,0.405,0.877,0.381,0.622,0.613,1.262,3.454,0.365,2.6,1.0,3.6,-3.3,0.2,-3.0,0.577,0.403,0.178,4.6,17.7,11.4,6.6,1.9,0.3,7.6,33.6
425,79.5,235,82.0,26.5,9,16,9,4,15,11,13,8,14,14,7,16,10,10,11,12.317,4.464,9.537,0.551,1.587,4.39,0.362,2.879,5.146,0.559,1.807,2.417,0.748,1.244,4.685,5.929,0.951,0.611,0.244,1.44,1.976,2.854,11.502,3.513,0.56,1.658,0.121,0.144,0.84,1.635,2.634,0.621,1.121,2.366,0.474,63.828,64.158,9.9,4.194,10.878,0.455,1.513,5.734,0.264,2.682,5.146,0.521,0.367,0.462,0.794,1.197,2.195,0.545,1.123,2.488,0.451,0.4,1.2,1.6,0.8,0.2,1.0,0.581,0.46,0.253,4.2,15.8,10.0,4.6,1.0,0.8,12.0,16.9
426,79.5,235,82.0,26.5,9,17,10,4,16,12,14,9,15,15,8,17,10,11,11,12.224,4.35,9.975,0.518,1.625,4.224,0.385,2.724,5.75,0.474,1.9,2.726,0.697,1.474,4.677,6.151,1.173,0.674,0.201,1.226,2.127,0.099,12.948,3.502,1.101,1.951,0.175,0.226,0.774,1.575,3.152,0.5,0.975,2.375,0.411,59.208,59.301,6.95,2.925,7.325,0.474,1.099,3.324,0.331,1.825,3.999,0.456,0.375,0.45,0.833,0.775,1.749,0.443,0.675,1.801,0.375,0.9,1.9,2.7,1.9,2.9,4.8,0.547,0.423,0.273,5.3,17.1,11.2,6.1,1.1,0.6,9.9,18.6
427,76.5,185,82.0,29.5,14,12,15,7,11,10,16,10,9,17,10,10,14,12,12,20.974,7.797,17.799,0.529,3.25,9.449,0.344,4.551,8.351,0.545,2.125,3.124,0.68,1.574,3.376,4.95,0.999,2.151,0.249,1.523,3.076,5.675,13.003,5.848,2.476,2.549,0.725,1.1,0.659,2.2,3.723,0.591,1.625,3.524,0.461,70.183,69.766,10.527,4.45,10.125,0.52,1.624,4.925,0.33,2.826,5.2,0.543,0.249,0.45,0.553,1.45,2.374,0.611,1.126,2.374,0.474,1.6,-0.4,1.2,1.6,3.5,5.1,0.547,0.531,0.176,4.6,11.0,7.7,5.1,3.1,0.7,7.4,26.0
428,77.5,200,80.0,27.0,14,10,12,7,11,8,15,12,14,11,10,10,16,9,12,11.561,4.902,9.389,0.529,0.122,0.39,0.313,4.78,8.998,0.531,1.633,2.877,0.568,1.439,3.245,4.684,2.489,1.537,0.269,1.878,1.682,1.853,8.422,5.171,1.365,2.244,0.391,0.705,0.555,2.195,3.975,0.552,2.195,4.316,0.509,64.16,64.091,8.731,3.634,8.976,0.486,1.462,4.295,0.34,2.172,4.683,0.464,0.366,0.535,0.684,0.854,1.416,0.603,0.953,2.732,0.349,0.6,0.2,0.8,3.6,2.9,6.5,0.543,0.042,0.306,4.9,11.4,8.1,12.2,2.4,0.7,15.0,17.6
429,77.0,215,76.0,27.5,9,16,19,14,12,13,9,18,17,13,13,16,9,19,14,19.069,6.728,13.997,0.607,3.524,8.069,0.437,3.204,5.933,0.54,2.09,2.544,0.822,1.339,4.114,5.453,1.681,0.885,0.136,0.955,2.228,12.911,15.793,3.682,1.135,2.182,0.319,0.365,0.874,1.522,2.729,0.558,1.366,2.839,0.481,66.549,66.75,9.726,4.044,9.707,0.501,1.637,4.34,0.377,2.409,5.365,0.449,0.272,0.364,0.747,0.434,1.001,0.434,1.704,4.001,0.426,3.3,0.4,3.7,5.0,1.5,6.5,0.631,0.576,0.182,4.5,13.3,9.0,8.2,1.3,0.4,5.9,21.8
430,80.0,245,83.0,31.5,7,15,13,8,10,10,13,16,7,15,5,14,13,10,11,15.69,5.378,12.332,0.551,2.822,7.288,0.387,2.555,5.045,0.506,2.112,2.49,0.848,1.312,3.421,4.733,0.356,1.465,0.154,0.888,1.466,8.134,15.785,2.577,2.089,1.667,0.4,0.443,0.903,0.889,1.934,0.46,1.264,2.667,0.474,57.787,57.742,8.443,3.333,8.178,0.516,1.779,4.712,0.378,1.557,3.468,0.449,0.154,0.154,1.0,0.2,0.444,0.45,1.201,2.866,0.419,1.7,0.2,1.9,4.8,4.6,9.4,0.584,0.591,0.202,4.7,13.3,8.8,2.0,2.5,0.5,6.2,22.0
431,68.5,160,72.0,29.5,6,14,19,18,5,6,13,9,7,15,7,12,15,13,10,18.625,6.427,14.548,0.58,4.027,9.474,0.425,2.4,5.076,0.473,1.75,2.347,0.746,0.777,2.847,3.624,0.475,1.351,0.125,1.426,2.048,1.149,16.719,2.602,1.502,1.851,0.525,0.676,0.777,0.775,1.775,0.437,1.101,2.625,0.419,61.418,61.535,9.476,3.974,9.425,0.502,1.524,4.624,0.33,2.45,4.799,0.511,0.275,0.352,0.781,0.575,1.125,0.511,1.599,3.326,0.481,1.3,-0.5,0.9,-0.8,1.3,0.6,0.598,0.651,0.161,2.6,9.5,6.1,2.8,2.2,0.4,8.4,24.9
432,76.5,185,83.0,35.0,8,13,14,6,6,7,13,12,11,10,5,13,14,11,11,16.702,5.974,14.576,0.503,2.724,8.2,0.332,3.25,6.374,0.51,2.024,2.476,0.817,1.1,3.799,4.899,1.501,1.3,0.125,1.401,2.002,3.299,14.114,3.75,0.876,2.023,0.275,0.299,0.92,1.599,2.701,0.592,1.376,3.374,0.408,59.426,59.278,8.101,3.449,8.124,0.498,1.2,3.474,0.345,2.251,4.65,0.484,0.426,0.574,0.742,0.873,1.8,0.485,0.95,2.275,0.418,1.5,0.7,2.2,1.6,3.1,4.8,0.533,0.563,0.17,3.9,14.1,8.9,8.6,2.2,0.4,8.2,25.7
433,77.5,205,81.0,26.5,14,11,12,11,7,9,15,16,15,13,9,10,7,16,13,11.958,4.511,10.104,0.495,0.98,3.086,0.318,3.533,7.021,0.503,1.956,3.105,0.63,0.872,2.617,3.489,3.532,1.744,0.106,2.127,2.108,9.02,10.326,4.085,1.298,2.342,0.318,0.382,0.832,1.724,3.274,0.527,1.489,3.36,0.443,63.603,63.602,9.34,3.851,9.956,0.469,1.638,5.044,0.325,2.212,4.915,0.45,0.511,0.573,0.892,0.722,1.34,0.539,0.981,3.001,0.327,0.7,-0.3,0.5,3.0,2.2,5.2,0.521,0.305,0.307,3.1,8.7,6.0,16.5,2.7,0.3,15.6,19.1
434,77.5,205,81.0,26.5,16,12,12,12,7,10,17,16,17,14,10,11,8,18,13,11.238,4.711,9.394,0.501,0.0,0.079,0.0,4.711,9.316,0.506,1.817,2.922,0.622,1.369,3.156,4.525,2.237,2.0,0.183,1.422,2.132,4.053,7.26,5.633,1.158,2.159,0.448,0.473,0.947,2.369,4.186,0.566,1.896,4.658,0.407,60.966,60.761,7.447,3.184,8.105,0.459,1.079,3.579,0.301,2.105,4.525,0.465,0.368,0.501,0.735,0.659,1.316,0.501,1.08,2.71,0.399,1.0,0.7,1.7,6.3,7.6,13.9,0.526,0.008,0.311,4.7,11.4,8.0,11.2,3.2,0.6,11.8,17.4
435,73.5,180,77.0,26.0,9,17,10,9,7,5,18,14,7,11,8,15,14,15,11,14.731,5.391,13.22,0.491,2.195,6.391,0.343,3.193,6.831,0.467,1.757,2.511,0.7,1.073,2.563,3.636,0.441,1.978,0.292,0.854,2.002,5.537,14.069,3.464,1.415,1.805,0.293,0.488,0.6,1.439,2.755,0.522,1.463,3.584,0.408,63.032,63.008,8.292,3.513,8.048,0.515,1.269,3.856,0.329,2.244,4.195,0.535,0.391,0.463,0.844,0.977,1.613,0.606,0.877,2.122,0.413,0.7,-0.5,0.3,6.3,6.6,12.9,0.514,0.483,0.19,3.6,9.8,6.5,2.2,3.1,0.9,5.6,21.5
436,73.5,180,77.0,26.0,9,17,10,9,7,6,19,14,7,11,8,17,14,15,11,17.971,6.388,13.832,0.566,2.89,6.501,0.445,3.502,7.334,0.478,2.306,3.14,0.734,1.194,3.417,4.611,0.362,1.889,0.306,1.084,1.75,-2.723,14.062,3.945,1.584,2.556,0.277,0.415,0.667,1.693,3.528,0.48,1.527,3.388,0.451,66.758,66.121,7.861,3.251,8.889,0.442,1.36,4.444,0.306,1.888,4.442,0.425,0.277,0.418,0.663,0.945,1.779,0.531,0.666,2.25,0.296,1.6,0.9,2.5,4.5,8.5,13.0,0.591,0.47,0.227,3.9,11.6,7.6,1.8,2.9,0.8,6.7,22.2
437,74.5,180,75.0,28.5,11,16,16,4,8,8,11,7,8,14,15,15,6,5,11,14.953,5.072,11.57,0.545,2.475,6.287,0.394,2.595,5.284,0.491,2.332,3.001,0.777,0.857,3.215,4.072,0.643,1.119,0.118,0.977,1.952,6.905,15.4,2.952,1.785,2.501,0.239,0.405,0.59,1.238,2.571,0.482,1.119,2.309,0.485,65.265,65.026,10.001,4.216,10.334,0.484,1.574,4.762,0.331,2.643,5.572,0.474,0.5,0.69,0.725,0.857,1.858,0.461,1.285,3.023,0.425,1.2,-0.2,1.0,3.2,2.1,5.3,0.58,0.543,0.259,2.8,10.1,6.5,3.0,1.7,0.3,7.0,18.7
438,70.0,155,72.0,31.5,6,16,9,16,8,8,12,17,9,11,9,16,5,6,11,12.756,4.9,12.0,0.481,1.754,5.464,0.321,3.146,6.537,0.481,1.196,1.734,0.69,1.173,2.925,4.098,1.075,1.097,0.0,1.732,2.048,-12.464,15.518,2.34,1.171,1.682,0.073,0.121,0.603,1.096,2.489,0.44,1.977,3.927,0.503,60.4,59.935,10.902,4.659,9.243,0.59,1.584,4.049,0.391,3.073,5.196,0.591,0.488,0.488,1.0,1.171,1.706,0.686,1.415,2.999,0.472,-0.5,-1.5,-2.0,-2.4,-4.5,-6.8,0.5,0.455,0.144,4.1,11.0,7.4,6.7,1.8,0.0,11.9,21.6
439,77.0,205,83.0,34.5,7,10,14,17,10,10,8,13,13,5,15,9,10,7,11,3.512,1.398,2.883,0.489,0.022,0.093,0.237,1.373,2.792,0.492,0.699,0.976,0.716,0.395,2.767,3.162,1.047,0.511,0.209,0.791,0.908,3.93,8.156,1.348,0.279,1.046,0.023,0.07,0.329,0.651,1.072,0.607,0.697,1.651,0.422,29.328,29.578,3.603,1.465,4.559,0.395,0.675,2.581,0.262,0.791,1.977,0.4,0.139,0.163,0.853,0.185,0.442,0.419,0.464,1.372,0.338,-0.4,3.2,2.8,3.4,5.9,9.3,0.53,0.032,0.339,2.9,19.0,11.3,10.2,1.7,1.4,19.3,12.5
440,70.0,175,74.0,28.0,9,18,14,9,5,3,13,9,7,8,5,17,16,13,10,18.164,6.27,15.053,0.526,3.297,8.676,0.38,2.974,6.38,0.466,2.325,2.865,0.812,1.107,3.028,4.135,0.27,1.891,0.081,1.001,1.839,-1.055,14.784,3.406,1.242,2.134,0.161,0.189,0.852,1.54,2.944,0.523,1.271,3.243,0.392,66.763,66.454,10.134,4.299,10.19,0.497,1.54,4.595,0.335,2.757,5.593,0.493,0.242,0.378,0.64,1.35,1.972,0.685,1.162,3.244,0.358,1.3,-0.4,0.9,4.0,5.0,9.0,0.557,0.576,0.19,3.5,9.8,6.6,1.4,2.8,0.2,5.8,23.3
441,73.0,185,75.0,32.0,7,11,12,13,11,6,5,14,8,6,13,10,12,8,9,15.501,5.25,12.348,0.526,2.502,6.802,0.368,2.751,5.55,0.496,2.498,3.4,0.735,1.249,4.952,6.201,1.249,1.2,0.224,1.525,2.427,-0.9,14.145,3.648,0.799,2.45,0.374,0.5,0.748,1.45,2.952,0.491,0.924,2.099,0.44,65.86,65.901,10.249,4.525,10.425,0.492,1.202,3.826,0.314,3.327,6.599,0.504,0.5,0.675,0.741,1.675,2.5,0.67,1.15,3.426,0.336,1.0,1.0,2.0,1.1,1.4,2.4,0.56,0.551,0.275,4.2,16.0,10.2,6.4,1.8,0.6,9.9,21.3
442,80.0,240,82.0,33.0,6,13,7,13,10,13,12,16,11,15,14,13,12,16,12,8.41,3.231,6.999,0.493,0.437,1.768,0.247,2.794,5.232,0.534,1.515,1.847,0.82,1.052,3.282,4.334,1.333,1.001,0.308,1.437,2.052,0.846,9.672,2.974,1.385,1.563,0.23,0.282,0.816,1.257,2.18,0.577,1.308,2.769,0.472,55.8,55.609,8.718,3.771,8.615,0.506,1.178,3.975,0.296,2.589,4.639,0.558,0.334,0.487,0.686,0.947,1.667,0.568,1.308,2.487,0.526,-0.4,0.1,-0.3,1.7,-0.2,1.6,0.538,0.253,0.264,4.3,13.3,8.8,6.9,1.8,1.1,15.5,15.0
443,80.0,240,82.0,33.0,7,14,7,13,10,14,13,17,12,16,14,14,13,17,12,9.421,3.684,6.894,0.54,0.078,0.262,0.298,3.606,6.631,0.544,1.974,2.393,0.825,0.896,3.76,4.656,2.104,1.211,0.184,1.132,1.71,5.817,8.132,3.474,1.422,1.87,0.633,0.737,0.859,1.077,1.868,0.577,1.869,4.025,0.464,53.125,53.513,6.526,2.711,7.078,0.461,1.106,3.791,0.292,1.606,3.29,0.488,0.21,0.447,0.47,0.631,1.133,0.557,0.763,1.711,0.446,1.6,1.5,3.2,6.6,5.8,12.4,0.593,0.038,0.347,4.0,15.1,9.8,11.9,2.3,0.7,12.5,15.6
444,73.5,175,74.0,30.0,10,14,12,13,4,9,11,11,9,7,11,13,16,8,11,15.616,5.462,12.129,0.544,2.282,5.692,0.401,3.179,6.435,0.494,2.409,3.435,0.701,0.922,2.309,3.231,1.281,1.821,0.128,1.36,1.717,6.924,13.465,4.0,1.973,2.616,0.562,0.743,0.756,1.437,2.717,0.529,1.181,2.973,0.397,60.467,60.315,8.613,3.616,8.718,0.494,1.386,4.257,0.326,2.23,4.462,0.5,0.178,0.205,0.868,0.795,1.025,0.776,1.259,3.232,0.39,1.5,-0.6,0.9,3.3,4.6,7.9,0.572,0.469,0.283,3.2,8.3,5.7,7.0,3.0,0.4,9.1,22.1
445,77.0,205,79.0,32.0,7,11,7,11,5,8,13,7,13,8,12,9,7,12,10,9.107,3.244,8.351,0.456,1.134,3.271,0.347,2.108,5.082,0.415,1.487,2.515,0.591,0.702,2.486,3.188,1.999,0.566,0.0,2.325,2.216,-8.649,12.761,2.324,1.001,2.108,0.188,0.297,0.633,0.972,2.08,0.467,0.946,2.701,0.35,55.815,56.585,10.162,4.297,9.082,0.559,1.568,4.407,0.356,2.73,4.675,0.584,0.594,0.647,0.918,0.542,0.946,0.573,1.594,3.081,0.517,-1.6,-1.5,-3.2,-7.4,-8.5,-15.8,0.481,0.392,0.301,2.7,9.5,6.2,12.2,1.0,0.0,19.7,19.2
446,74.0,190,74.0,30.5,13,14,14,13,11,11,14,14,18,7,6,13,12,11,12,14.269,5.172,11.487,0.55,2.293,6.026,0.381,2.88,5.463,0.527,1.635,2.217,0.737,1.319,3.634,4.953,1.121,0.974,0.145,0.976,1.635,2.122,13.47,3.367,1.244,1.758,0.074,0.074,1.0,1.611,2.978,0.541,1.196,2.415,0.495,56.32,56.325,7.293,3.121,7.952,0.458,1.049,3.512,0.299,2.073,4.438,0.467,0.244,0.342,0.713,0.683,1.073,0.637,1.148,3.025,0.38,1.9,1.2,3.1,4.3,4.5,8.8,0.572,0.525,0.193,5.0,14.6,9.7,6.4,1.7,0.5,7.3,21.5
447,76.5,235,81.0,28.5,5,15,8,15,14,11,10,15,15,8,17,15,15,9,12,11.714,4.285,9.144,0.543,1.359,3.499,0.388,2.931,5.643,0.519,1.785,2.285,0.781,1.525,4.761,6.286,1.882,1.739,0.118,0.953,1.809,7.69,10.973,3.525,0.953,1.928,0.62,0.856,0.724,1.141,1.997,0.571,1.167,2.783,0.419,55.986,55.576,7.619,3.236,8.356,0.456,1.144,4.021,0.285,2.095,4.333,0.483,0.19,0.309,0.615,0.572,1.096,0.522,1.333,2.929,0.455,2.3,2.2,4.4,8.5,8.7,17.2,0.577,0.383,0.25,5.7,18.7,12.0,10.6,3.1,0.4,8.6,17.7
448,75.0,200,79.0,34.0,8,12,9,11,10,5,14,10,6,10,14,12,8,9,11,14.026,5.071,12.804,0.461,1.658,5.366,0.309,3.415,7.438,0.459,2.219,3.417,0.649,1.05,3.706,4.756,0.732,0.707,0.195,1.489,2.219,-8.124,12.91,3.806,0.855,2.316,0.171,0.267,0.64,1.731,3.708,0.467,1.513,3.463,0.437,54.667,54.998,8.341,3.561,7.83,0.533,1.218,3.587,0.34,2.34,4.243,0.551,0.293,0.316,0.927,1.001,1.734,0.577,1.049,2.195,0.478,0.1,0.3,0.3,-3.2,-2.0,-5.2,0.49,0.419,0.267,4.0,14.2,9.1,5.3,1.3,0.6,9.4,25.7
449,73.0,205,77.0,29.5,12,17,16,11,3,8,10,6,8,14,6,17,6,14,10,16.594,5.892,13.029,0.575,3.19,7.785,0.41,2.702,5.245,0.515,1.622,2.081,0.779,0.649,2.134,2.783,0.567,0.785,0.108,0.864,2.539,9.054,15.752,3.243,1.784,1.756,0.054,0.081,0.667,1.568,2.676,0.586,1.082,2.487,0.435,62.232,62.409,11.566,4.729,10.352,0.559,2.108,4.918,0.429,2.623,5.432,0.483,0.595,0.702,0.848,0.785,1.488,0.528,1.242,3.243,0.383,1.7,-2.1,-0.4,1.9,-3.9,-2.0,0.595,0.598,0.16,2.2,7.3,4.8,2.7,1.3,0.3,5.8,21.3
450,74.0,190,79.0,29.0,10,12,9,7,8,6,13,9,12,10,8,12,14,15,11,12.615,4.46,10.308,0.512,1.639,4.078,0.402,2.82,6.228,0.453,2.05,2.564,0.8,1.256,3.643,4.899,1.77,1.103,0.077,2.18,1.924,-4.385,13.889,2.769,1.0,2.331,0.23,0.386,0.596,1.154,2.489,0.464,1.436,3.36,0.427,62.335,62.556,8.538,3.693,9.282,0.46,1.154,4.359,0.265,2.537,4.923,0.515,0.333,0.411,0.81,0.846,1.462,0.579,1.358,3.051,0.445,-0.1,0.7,0.6,-3.2,0.9,-2.3,0.552,0.396,0.249,4.5,11.8,8.3,9.6,1.8,0.2,16.0,19.8
451,74.5,190,77.0,26.5,11,9,7,13,7,3,9,8,13,6,14,8,16,12,11,9.575,3.825,7.423,0.524,0.125,0.35,0.357,3.699,7.074,0.523,1.8,2.976,0.605,0.626,2.625,3.251,2.1,1.526,0.1,2.275,1.925,-4.65,8.475,4.15,1.101,2.1,0.548,0.626,0.875,1.526,2.799,0.545,1.623,3.65,0.445,57.191,57.204,9.925,4.151,9.626,0.516,1.626,4.6,0.353,2.525,5.024,0.503,0.425,0.524,0.811,1.05,1.652,0.636,1.05,2.849,0.369,-0.9,-0.9,-1.7,-2.5,-1.7,-4.2,0.548,0.047,0.401,2.5,10.0,6.3,12.4,2.7,0.3,20.7,17.3
452,75.0,215,77.0,31.0,8,12,11,8,6,5,11,13,8,12,14,11,7,10,11,5.614,2.153,4.385,0.582,0.794,1.716,0.463,1.36,2.666,0.51,0.513,0.717,0.715,0.769,2.027,2.796,0.82,0.487,0.0,0.562,0.846,1.794,12.023,1.691,0.872,0.847,0.228,0.282,0.809,0.616,1.155,0.533,0.513,1.232,0.416,29.78,29.544,4.359,1.923,4.54,0.48,0.514,1.59,0.323,1.409,2.946,0.478,0.154,0.154,1.0,0.693,0.974,0.711,0.563,1.822,0.309,1.6,0.9,2.5,4.4,2.5,6.9,0.597,0.391,0.164,5.3,14.1,9.7,8.1,1.6,0.0,10.7,15.5
453,73.5,185,75.0,29.5,10,15,8,11,10,6,7,6,12,17,7,14,7,7,10,10.1,3.576,8.975,0.461,1.127,3.274,0.344,2.451,5.699,0.43,1.825,2.474,0.738,0.877,2.223,3.1,0.549,0.324,0.125,1.102,2.35,-10.899,12.949,2.801,0.275,2.2,0.024,0.15,0.16,1.374,2.85,0.482,1.049,2.7,0.389,45.816,45.671,8.326,3.575,7.402,0.562,1.175,3.099,0.379,2.4,4.3,0.558,0.501,0.625,0.802,0.824,1.401,0.588,1.075,2.276,0.472,0.0,-1.4,-1.4,-4.2,-6.9,-11.2,0.502,0.365,0.276,3.9,11.5,7.4,4.6,0.7,0.5,9.9,21.5
