name,Primary_Position,team_id,conference_id,SOS,player_id,season_id,Pos,Class,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,SI,POT,Stars,player_id.1,season_id.1,game_type,GS,GP,PG_Min,SG_Min,SF_Min,PF_Min,C_Min,Min,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,AOBPM,ADBPM,ABPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P,OPM+,DPM+,EPM+
Bryce Rollins,C,103,7,0.548,203743,2045,C pf ,RS JR,84.5,270,91.0,25.0,15,6,8,7,12,10,7,9,11,8,8,13,3,8,119,10,1,203743,2045,College,41,41,0.0,0.0,0.0,0.0,26.635,26.635,13.732,11.200854012246213,18.7177731227844,0.6,0.0443119561714469,0.0443119561714469,1.0,11.152513696422815,18.667418627135028,0.597,5.208669029970995,8.49983886561392,0.613,3.3898646471156946,11.512120664377097,14.90198531149279,1.6657267160812117,0.982105199734892,2.986483501034324,3.001127940702545,6.270209475608042,-0.657,3.059,22.30099903319368,0.0,6.533999355462456,0.0,0.0,,11.152513696422815,18.61706413148566,0.599,0.0,0.0463261359974218,0.0,49.648,49.791,19.883111405675727,9.600128537285856,17.340483219859014,0.573,0.6828543311040148,1.3697254523909943,0.499,8.91727420618184,15.96473258219357,0.559,0.4900484023217047,0.7370809985740395,0.665,7.690144805286097,13.914161193790042,0.553,0.7310558132995923,1.3255407603783818,0.552,1.7,-1.4,0.3,1.2,0.5,1.7,-0.3,-4.6,-4.8,0.616,0.002,0.454,7.9,25.7,17.0,5.9,1.0,5.4,11.8,23.2,0.6,-4.2,-3.6
Malik Jackson,C,231,7,0.538,199721,2045,C PF sf ,RS SR,79.5,230,81.0,27.0,18,9,12,10,13,16,9,15,13,10,13,12,8,17,172,13,4,199721,2045,College,40,40,0.0,0.0,0.0,0.801,31.051,31.851,16.625,10.969172981024546,18.85888219674891,0.582,0.0,0.0388575869438507,0.0,10.969172981024546,18.823262742050385,0.583,4.978628327180882,7.326274205038534,0.68,3.197655592254388,13.83551862910554,17.03317422135993,1.7372579496146618,1.7055043489549524,1.8272101778527845,2.469075837057185,4.2158899130209,2.225,3.542,21.45424519137361,0.0,6.027783174664853,0.2007641992098957,0.4857198367981348,0.413,10.52392979729292,17.686678323942747,0.595,0.2428599183990674,0.6492455151868403,0.374,61.764,61.624,13.514215240815266,6.654874724133454,14.606322212125145,0.463,0.2044657925483577,0.4900688043619369,0.417,6.4520316759704,14.117876152148511,0.457,0.8519408022848242,1.3371413734908475,0.637,5.189536544203556,11.925548487602232,0.435,0.4056860963261067,0.8519408022848242,0.476,1.9,1.9,3.8,1.1,1.1,2.2,3.3,5.3,8.6,0.609,0.002,0.388,7.1,28.4,18.2,6.4,1.7,3.4,10.1,22.4,1.1,3.0,4.1
Major Strong,C,108,7,0.512,206828,2045,C ,RS SO,83.5,255,88.25,30.0,13,7,9,5,13,7,9,17,10,8,8,13,10,12,136,12,3,206828,2045,College,38,38,0.0,0.0,0.0,0.079,27.185,27.263,11.527,10.06905993919504,18.281756498278533,0.552,0.0503352326494453,0.106710693216824,0.472,10.01268447862766,18.17101898644976,0.551,3.022127368272696,5.8268065314997886,0.519,2.9134032657498943,11.563847928578594,14.477251194328488,1.802001328850142,2.114555120874712,2.216872304142843,3.390581271266636,6.068813321296018,3.949,2.965,19.815974389433627,0.2114079771276702,5.085871906899953,0.0503352326494453,0.106710693216824,0.472,9.853625143455414,17.645519157589547,0.558,0.106710693216824,0.4208025449493627,0.254,49.667,49.845,17.054870097301635,8.392015247266526,16.314575183067507,0.522,0.2628147256495134,0.6319590731266927,0.416,8.129200521617012,15.68060989066105,0.518,0.5818035911325108,1.001103420603872,0.581,7.232420503561039,13.832881933995386,0.523,0.31698264620323,0.8446183167820244,0.375,-0.1,-0.2,-0.3,0.2,0.2,0.4,-1.5,0.5,-1.0,0.557,0.006,0.319,7.2,25.8,17.0,5.7,2.1,4.3,14.0,22.0,-2.9,0.0,-2.9
Charlie Knutson,C,995,7,0.528,198099,2045,C PF ,RS SR,81.0,230,85.25,32.0,12,8,12,9,11,7,7,16,9,10,11,12,14,7,141,12,3,198099,2045,College,40,40,0.0,0.0,0.098,0.051,29.851,30.0,14.201,9.473631725031996,17.536190935230277,0.558,0.6232652450678944,1.24320640882876,0.501,8.852028520617614,16.287998404440973,0.543,4.030448584772383,6.3539814183854935,0.634,3.3190951850682278,11.503722084367244,14.822817269435472,1.662040653514385,1.69727047146402,2.1108354011579817,2.28198181727525,4.795698924731183,-2.675,5.07,16.62040653514385,0.2493060980271577,5.64761414064188,0.2493060980271577,0.332408130702877,0.75,8.022670234513935,14.582744693935211,0.55,0.5418252530456895,1.3728455798028818,0.395,60.167,60.45,19.311827956989244,9.551695616211743,18.856906534325887,0.512,0.2051282051282051,0.7427626137303556,0.276,9.343258891645988,18.11248966087676,0.516,0.7460711331679073,1.490488006617039,0.501,8.021505376344086,15.54838709677419,0.516,0.5789909015715466,1.0736145574855254,0.539,1.2,-0.7,0.5,0.8,0.3,1.1,3.9,0.9,4.8,0.58,0.071,0.362,7.5,26.8,17.0,5.7,1.7,3.6,10.1,20.6,0.5,0.9,1.4
Herb Scarpa,C,852,7,0.533,211288,2045,C ,RS FR,84.5,265,88.0,27.5,15,7,6,9,15,10,10,14,7,9,5,15,10,8,132,11,3,211288,2045,College,34,38,0.0,0.0,0.0,0.0,27.0,27.0,12.184,9.534269803649538,17.592539067768854,0.548,0.2003969400928762,0.6589976299208047,0.304,9.33001907624718,16.937395225157523,0.551,4.208335741950402,7.2489739291288515,0.581,3.298841936913502,12.82095901005414,16.11980094696764,0.6088983948975857,1.5274555297757155,3.2579273008507346,2.331541322234426,4.986465583913381,5.579,4.192,17.846889030194426,0.2023238337476154,5.223808697997957,0.0,0.0,,8.923444515097213,16.024047632811147,0.557,0.4007938801857525,0.9114206986916392,0.44,51.897,51.72,21.9276875483372,10.88553750966744,20.91453982985305,0.524,0.1527455529775715,0.4524361948955916,0.338,10.734725444702242,20.450502706883217,0.525,1.3727764887857696,1.9354215003866972,0.709,9.008120649651971,17.604408352668216,0.512,0.3576952822892498,0.9164733178654292,0.39,0.5,-0.9,-0.4,0.7,0.4,1.1,3.6,-1.3,2.3,0.565,0.037,0.412,7.4,26.8,17.4,2.1,1.5,5.4,10.1,21.0,0.0,0.6,0.6
Lance Knepper,C,220,7,0.535,204437,2045,C pf ,RS JR,83.0,245,87.0,30.5,18,8,11,10,15,16,6,15,9,10,9,17,4,10,151,13,3,204437,2045,College,35,35,0.0,0.0,0.0,0.0,27.712,27.712,13.601,9.563172650809443,16.38419101021977,0.585,0.0506466491815139,0.1031021072623677,0.491,9.510717192728588,16.279280094058063,0.584,5.428235506918694,8.939133580537217,0.607,3.566971149498056,12.554712970801734,16.12168412029979,1.293298363027946,2.36504133868905,2.058828827206081,2.892285430044316,5.35331520074932,2.915,2.756,18.811612553133763,0.0,6.3543456633806645,0.0506466491815139,0.0506466491815139,1.0,9.351542009586687,15.760151939947544,0.593,0.1031021072623677,0.4630550782309849,0.223,55.285,55.517,15.337644325161662,7.514815281805571,14.770250553884392,0.519,0.308013761550516,0.7727362789776103,0.399,7.203199020119963,13.999315524974332,0.515,0.4611200172920006,0.8772087828953292,0.526,6.228722733577103,12.302537961345172,0.506,0.5151575193184069,0.8249725309364698,0.624,1.1,0.6,1.7,0.9,0.8,1.7,2.0,3.4,5.4,0.605,0.006,0.546,7.7,28.3,17.8,4.4,2.4,3.8,12.5,21.1,0.9,1.6,2.5
Cory McFarlane,C,234,7,0.56,218217,2045,C ,FR,84.0,255,88.25,33.0,6,11,8,6,7,9,5,5,7,7,6,10,5,7,99,11,2,218217,2045,College,33,35,0.0,0.0,0.0,0.0,34.629,34.629,11.627,7.440514469453376,15.205787781350482,0.507,0.54983922829582,1.192926045016077,0.461,6.892282958199357,14.012861736334404,0.492,3.260450160771704,4.869774919614148,0.67,2.110932475884244,8.92039603960396,11.031328515488203,0.8263665594855305,0.3596039603960396,3.4803960396039604,4.368167202572347,5.294257425742575,-23.427,5.983,11.85530546623794,0.0,4.684887459807074,0.045016077170418,0.045016077170418,1.0,5.877813504823151,11.53054662379421,0.51,0.9630225080385852,2.434083601286173,0.396,62.2,63.125,21.230891089108912,10.40950495049505,19.55168316831683,0.543,0.4055445544554455,0.723960396039604,0.56,10.002376237623762,18.82613861386139,0.531,0.948910891089109,1.4495049504950497,0.655,8.69069306930693,16.609900990099007,0.523,0.3627722772277227,0.7699009900990099,0.471,-2.5,-2.5,-5.1,0.4,0.4,0.8,-8.6,-10.3,-18.9,0.539,0.078,0.32,4.7,20.1,12.4,3.1,0.4,5.7,20.1,19.6,-6.1,-4.2,-10.3
Jacques Jones,C,462,7,0.522,204470,2045,C pf ,RS JR,81.0,245,84.25,33.5,16,10,6,6,9,13,8,7,6,7,9,10,14,8,132,11,2,204470,2045,College,29,41,0.0,0.0,0.0,0.0,23.146,23.146,8.633,8.515608409428753,15.190769448573652,0.566,0.1722469974752837,0.4034826927160756,0.427,8.345720959864089,14.79200585167882,0.564,3.161794200231236,5.353814209197518,0.591,2.930558504990444,10.879981024667932,13.810539529658376,0.8022462896109106,1.7362428842504745,3.4701138519924104,2.647412755716005,5.092504743833017,5.538,3.216,15.882116986385409,0.0,4.549208371675987,0.1179773955310162,0.1722469974752837,0.685,7.826620419527619,13.57919822561997,0.576,0.4034826927160756,1.0405606285835634,0.388,42.381,42.16,18.33965844402277,8.911290322580646,18.68595825426945,0.491,0.5194497153700189,1.2713472485768504,0.409,8.394212523719165,17.412239089184062,0.482,0.403225806451613,1.1005692599620496,0.366,7.635199240986718,15.39136622390892,0.496,0.3462998102466793,0.9274193548387096,0.373,-0.3,-0.6,-0.8,0.3,0.3,0.6,2.5,1.2,3.7,0.58,0.027,0.352,6.4,23.9,15.2,2.6,1.7,6.6,13.1,18.3,-0.5,0.6,0.1
C.J. Humphreys,C,462,7,0.522,213504,2045,C pf ,RS FR,82.5,275,88.0,31.0,6,6,7,8,9,11,9,12,8,11,7,9,9,3,111,11,2,213504,2045,College,12,41,0.0,0.0,0.0,0.0,16.854,16.854,4.341,5.643908083980823,11.770540585220695,0.487,0.1653165812530997,0.7273929575136385,0.227,5.488510497602909,11.043147627707055,0.497,2.906265498429492,5.081831707720284,0.572,2.906265498429492,10.996153335986204,13.902418834415696,1.2927756653992395,2.3411593049476056,2.5069637883008355,2.9029591668044303,5.5776628200026535,3.83,4.958,9.51892874855348,0.0,5.081831707720284,0.3240204992560754,0.4033724582575632,0.803,4.430484377583071,9.277566539923953,0.478,0.7240866258885766,1.368821292775665,0.529,30.245,30.156,13.184772516248842,6.5525931821196455,14.889242605120042,0.443,0.0729539726754211,0.8887120307733122,0.082,6.469690940443031,13.993898395012602,0.462,0.2420745456957156,0.6466374850775966,0.374,5.902639607374984,12.296060485475529,0.48,0.3216606977052659,1.0578326037936066,0.304,-1.8,1.1,-0.8,0.0,0.7,0.7,1.5,6.7,8.2,0.512,0.062,0.432,6.3,23.8,15.0,3.8,2.3,4.7,17.2,15.0,-1.8,2.6,0.8
Yasmany Zuniga,C,927,7,0.515,197380,2045,C pf ,RS SR,82.0,235,88.0,44.0,12,11,5,4,16,7,11,12,9,9,3,9,12,6,127,11,2,197380,2045,College,37,41,0.0,0.0,0.0,0.39,24.804,25.244,12.78,10.129335917414863,17.652177352371158,0.575,0.0435074951548471,0.0988806708064707,0.44,10.085828422260017,17.55527429498082,0.575,4.9657872879009615,7.141162045643318,0.695,4.29537633983309,13.420187700471232,17.715564040304322,1.061978404461496,1.399833683126757,2.6076109769136337,2.1674643040778387,6.28044192769176,5.755,2.348,19.873037218684487,0.2887315587548946,5.501720523672033,0.0,0.0,,9.93948502946644,16.973855950638768,0.586,0.1443657793774473,0.5794407309259185,0.249,50.566,50.506,19.41551498831821,9.658258424741616,18.403754009424624,0.527,0.0989981388349899,0.2395754959806755,0.413,9.563220211460024,18.15427869956045,0.527,0.5306300241555458,1.1087791549518868,0.479,8.787074802993704,16.51486952045301,0.532,0.2395754959806755,0.5306300241555458,0.451,1.8,-0.1,1.6,0.7,0.3,1.0,3.9,0.6,4.5,0.608,0.006,0.405,9.6,29.9,19.8,3.5,1.4,4.7,9.4,20.7,2.2,-1.0,1.2
Hristos Iordanou,C,927,7,0.515,221442,2045,C pf ,RS SO,83.0,250,89.0,31.0,7,14,7,5,13,11,5,8,7,7,4,6,10,8,120,10,2,221442,2045,College,4,44,0.0,0.0,0.0,1.206,14.09,15.295,5.478,7.099404820624115,13.307684719344971,0.539,0.1413962053204432,0.8187826773207063,0.173,6.954720331459012,12.482325474334942,0.557,3.6598599191082175,4.853506954720331,0.754,2.689816184933083,10.65592711187403,13.345743296807113,0.8220709611653677,1.5812233849404154,2.2513451952596317,2.6141856565058696,6.15653781401644,1.771,4.493,12.403406662063068,0.0,4.860083522409655,0.0,0.0,,6.201703331031534,10.4633191937128,0.593,0.7431521488934925,2.0190062806221434,0.368,30.411,30.293,17.782986168421747,8.625755124946357,18.311160994289107,0.485,0.5248737332056911,1.1223715049681444,0.468,8.104182484402338,17.19209058198264,0.471,0.6040999570857953,1.1256725976298156,0.537,6.978509886772521,15.449113656620344,0.452,0.5248737332056911,0.6007988644241244,0.874,-0.7,-0.5,-1.2,0.1,0.2,0.3,1.2,1.6,2.9,0.583,0.062,0.365,6.0,23.5,14.7,2.4,1.6,4.0,14.5,16.1,-0.5,-0.8,-1.3
Charlie Campbell,C,24,8,0.524,216706,2045,C PF ,RS JR,83.5,250,86.0,34.0,12,9,7,11,14,9,8,13,8,9,7,13,15,13,146,13,3,216706,2045,College,36,37,0.0,0.0,0.027,0.054,28.973,29.053,14.485,10.644620264702668,17.737995405986805,0.611,0.3937725598862435,1.2323622707550954,0.32,10.249024683705835,16.505633135231708,0.621,4.723447697524338,7.979363401028183,0.592,3.7463083822510654,14.288829526249796,18.035137908500865,1.381850001823021,2.504134183793999,2.1606789147540386,2.5631676814817514,5.353540860273674,10.623,3.567,19.61023808655704,0.391949538775659,6.551937871440551,0.1476647099573413,0.2442848288183177,0.604,9.605498231669523,14.830276734604588,0.648,0.4429941298720239,1.4310715718088016,0.31,54.854,55.029,15.764415126569627,7.712297152410547,15.3737120427411,0.513,0.3416380453942466,0.6869105380799214,0.497,7.367024659724872,14.684984281015462,0.502,0.3416380453942466,0.7377928001599157,0.463,6.729179160079231,13.065838012684225,0.515,0.2943902306056806,0.8831706918170418,0.333,1.9,1.3,3.2,0.9,0.8,1.7,3.2,4.8,8.0,0.621,0.069,0.45,8.4,31.1,19.9,4.6,2.5,4.0,10.8,21.3,1.8,2.5,4.3
Daniel Enanga,C,282,8,0.527,212794,2045,C ,RS SR,81.5,240,90.25,31.0,17,8,13,13,9,10,7,19,10,12,5,12,13,7,153,12,3,212794,2045,College,38,38,0.395,0.291,0.105,0.052,27.789,28.605,12.764,9.664230407410086,15.853173167378246,0.61,0.0,0.1447282726680657,0.0,9.664230407410086,15.710253998118532,0.615,3.757507779144656,5.950141110065851,0.631,2.6684275273174616,11.62131210121612,14.289739628533582,1.758448512916998,0.9107269455199868,2.7285452000508985,2.764310007960055,6.218756248750249,2.158,3.395,18.946739995658152,0.1899558578768362,5.043780302482089,0.0940733772342427,0.0940733772342427,1.0,9.382010275707358,15.183804906288444,0.618,0.1899558578768362,0.4251393009624429,0.447,55.276,55.011,19.134354947192374,9.421752013233716,17.796440711857624,0.537,0.287215284215884,0.4308229263238261,0.667,9.134536729017832,17.3656177855338,0.526,0.765301485157514,1.33609641708022,0.573,7.940230135791023,15.071531148315792,0.527,0.4290051080692952,0.9579902201377908,0.448,0.9,-0.9,0.0,0.7,0.3,1.0,0.3,-2.7,-2.4,0.625,0.009,0.375,5.9,25.3,15.7,5.7,0.9,4.9,13.0,19.3,0.6,-2.9,-2.3
Stephen Perryman,C,54,8,0.536,205250,2045,C ,SR,86.0,250,88.0,27.0,14,14,11,6,9,11,8,16,9,7,4,9,5,12,142,10,1,205250,2045,College,41,41,0.0,0.0,0.0,0.0,28.975,28.975,22.071,15.82584536390652,24.530060314055103,0.645,0.0,0.0404438270410944,0.0,15.82584536390652,24.491374914276676,0.646,7.163832668061685,10.638484939070494,0.673,3.087798273224428,13.47374697485181,16.56154524807624,1.3276125833054917,0.8102136017677388,2.479744659955806,2.9154724014841125,5.175195538564063,-4.293,3.325,30.707415287766626,0.0,7.248237176669186,0.0,0.0,,15.356345284777294,23.246408412316026,0.661,0.4712585063918831,1.2414496474353338,0.38,56.869,57.022,17.365227456069587,8.512503945845463,16.67952720002806,0.521,0.3402195643786609,0.6839465469467925,0.497,8.170530672372067,15.992073234891796,0.511,0.6821928378520571,1.152186875241135,0.592,7.062186524499317,14.19802883097752,0.497,0.4261513100206938,0.6418575286731437,0.664,4.0,0.3,4.4,1.5,0.7,2.2,-0.3,-1.9,-2.1,0.664,0.002,0.434,7.3,29.9,18.9,6.0,0.8,4.5,9.1,29.4,2.5,-1.2,1.3
Hugh Sibley,C,55,8,0.518,200395,2045,C ,RS SR,85.0,265,91.0,25.5,15,5,5,8,13,12,6,11,7,11,8,6,6,13,125,9,1,200395,2045,College,31,31,0.0,0.0,0.0,0.0,27.646,27.646,14.807,10.809885794574342,17.78290161040458,0.613,0.1747306985625247,0.7565659113016536,0.231,10.633353748603955,17.02633569910293,0.625,4.885254170119249,7.958352847930252,0.614,4.182728681053428,12.882916913999964,17.06564559505339,0.8736534928126238,1.3940604032881836,1.9139100246433904,2.321936808732932,5.45572284280395,2.517,3.643,20.686673631876644,0.1170875815109702,6.043520553373924,0.0594444644594156,0.0594444644594156,1.0,10.283892351478904,15.920308390676224,0.646,0.2882155852577728,1.0465828439672875,0.275,55.514,55.593,17.34930656737359,8.644973288003884,15.726800136707858,0.552,0.0575612037486734,0.3471660101091864,0.166,8.589210871872357,15.374237763747232,0.559,0.872411994315831,1.160218013059198,0.752,7.369632867447342,13.345205331606495,0.552,0.3489647977263324,0.870613206698685,0.401,2.0,-0.1,1.9,0.8,0.3,1.1,3.1,0.3,3.5,0.627,0.043,0.448,9.5,29.8,19.5,3.1,1.4,3.6,9.8,21.7,2.6,-0.8,1.8
Alfred George,C,55,8,0.518,224010,2045,C ,RS FR,85.0,260,90.0,29.0,6,9,9,6,10,7,7,8,7,7,4,5,5,5,101,11,2,224010,2045,College,10,41,0.609,0.0,0.0,0.244,15.465,16.317,5.269,6.694851085310449,11.61660777385159,0.583,0.157748611812216,0.697248864209995,0.226,6.54341241797072,10.925668854114084,0.599,3.085562847046946,4.464285714285714,0.691,3.154972236244321,11.079912925513456,14.234885161757775,1.1547198384654214,0.4606114143294318,3.6943559327381146,1.9213780918727916,4.691295706218254,-0.562,3.043,12.619888944977284,0.4606259464916708,4.391721352852095,0.1482836951034831,0.2334679454820797,0.635,6.1585058051489145,9.780413932357396,0.63,0.2334679454820797,0.9212518929833416,0.253,31.696,31.697,19.001798277439505,9.31002934031612,18.6989304981544,0.508,0.3785847241063823,0.8455058838375872,0.448,8.925134870807963,17.856579487017697,0.5,1.457551187809572,1.7698835851973374,0.824,7.234123103132789,14.932012493295897,0.484,0.2303057071647159,1.1578382812253527,0.199,0.1,-0.9,-0.8,0.4,0.1,0.5,5.0,-1.2,3.8,0.612,0.06,0.384,6.9,24.7,15.7,3.5,0.5,6.6,12.4,13.8,2.3,-1.8,0.5
Andy Dutton +16,C,56,8,0.547,204190,2045,C PF ,RS JR,79.5,210,85.0,31.0,8,11,12,7,17,9,10,16,15,5,13,9,10,14,159,11,3,204190,2045,College,39,39,0.0,0.0,0.0,1.179,28.565,29.743,9.924,6.059164219265288,11.486652775271128,0.544,0.3790053979556678,1.0090403452066483,0.376,5.678518105301154,10.472690282039082,0.542,3.785131831531281,4.797453608754861,0.789,3.5784016144645525,11.661922057524295,15.240323671988849,2.480762604800735,2.139982330421125,1.002912208370145,4.2494544619271855,5.664081672720133,-6.128,4.227,10.854977112011682,0.1673530328635416,4.167418661503881,0.0,0.0853172324402369,0.0,5.429129272014308,9.929613283236804,0.547,0.2510295492953124,0.4610411983789726,0.544,60.949,61.122,16.359085108471582,8.015117306370865,13.594123228951933,0.602,0.3337587120840286,1.047086155557737,0.319,7.678086450050718,12.54049278492196,0.612,0.1668793560420143,0.3337587120840286,0.5,7.172540165570498,11.2430875953012,0.638,0.3353947842020876,0.9652825496547888,0.347,-1.3,-0.7,-1.9,0.5,0.6,1.1,-5.7,-3.7,-9.4,0.599,0.088,0.418,8.4,29.0,18.5,8.0,2.1,2.0,23.8,16.2,-2.7,-1.0,-3.7
Shane Wilson,C,58,8,0.53,201221,2045,C pf ,RS JR,79.5,230,83.0,26.0,13,6,11,11,12,14,5,15,8,12,10,13,10,14,148,12,3,201221,2045,College,41,41,0.0,0.0,0.0,0.0,29.901,29.901,11.391,7.507011779790047,14.621363891337444,0.527,0.3926596682426476,1.0529689878996713,0.373,7.11274941902396,13.563586825867455,0.524,2.852792691722093,5.195929160990464,0.549,3.947431685231188,11.791614133772994,15.739045819004184,1.327029409407805,1.1379432968027672,1.577603206931109,2.1123487458931005,5.280768111725342,5.561,4.353,13.60525683147688,0.0801346261719689,4.415417902075487,0.1538584822501802,0.1955284878596041,0.787,6.644763202179662,12.587547079092875,0.528,0.3125250420706787,0.7821139514384166,0.4,62.395,61.866,16.32075776678628,8.120777163547022,15.4915462451104,0.527,0.079203439692238,0.5123977629069278,0.155,8.041573723854782,14.980764878931888,0.537,0.515630556363754,0.8647722497009667,0.596,7.252772120389228,13.327191025765362,0.544,0.2747874438302137,0.7888016034655545,0.348,-0.1,-0.1,-0.2,0.5,0.5,1.0,3.7,1.3,5.0,0.54,0.072,0.355,7.8,26.7,16.6,4.4,1.1,2.9,11.1,17.0,0.5,-1.0,-0.5
Kendall Carter,C,306,8,0.516,202355,2045,C PF ,SR,79.5,210,81.0,24.5,10,13,7,10,13,15,12,14,5,7,9,14,14,10,153,11,2,202355,2045,College,42,42,0.0,0.0,0.0,0.0,28.095,28.095,14.453,9.20608108108108,17.51559251559252,0.538,0.4239215176715177,1.622596153846154,0.261,8.777286902286903,15.891372141372145,0.552,4.64039760914761,6.03235446985447,0.769,4.331795738045738,10.218224712474196,14.550020450519934,0.8900727650727651,2.49516694518169,1.599003899210328,2.0497661122661124,4.95429076968446,10.857,4.462,15.701338357588355,0.2322635135135135,4.871036902286903,0.1559251559251559,0.2322635135135135,0.671,7.695556133056133,13.921192827442828,0.553,0.9274298336798336,1.739540020790021,0.533,61.568,61.038,16.15387135882565,7.91965660735935,14.431993184573544,0.56,0.3129198204397261,0.507880336839346,0.616,7.606736786919624,13.924112847734198,0.546,0.2719617287591336,0.7421606212523347,0.366,7.062813329401357,12.6036239719519,0.56,0.2736000524263574,0.5848815491988598,0.468,1.2,-0.8,0.4,0.6,0.1,0.7,6.3,4.0,10.2,0.582,0.093,0.344,8.9,24.2,15.9,2.8,2.5,3.2,9.2,19.7,1.2,0.8,2.0
Louis Fairbanks,C,337,8,0.523,199436,2045,C PF ,RS SR,81.5,245,87.0,39.5,17,6,9,13,15,13,6,14,7,10,9,9,13,10,149,12,3,199436,2045,College,45,45,0.0,0.022,0.0,0.0,28.755,28.8,15.91,11.112795889141609,17.52000673911212,0.642,0.2594558166961503,1.0125515963271838,0.256,10.85839440653694,16.514194254906915,0.658,4.3062926459438975,7.150197961418583,0.602,3.967652261814506,14.74486246160634,18.71251472342085,0.4498357341420268,1.7750173938128933,2.9442210117259755,1.7959733805071183,5.467596599297459,6.468,3.502,21.33771375621262,0.3723359447392806,5.131833880886194,0.1111953500126358,0.1853255833543931,0.6,10.558503917108922,16.022239070002527,0.659,0.1853255833543931,0.2982057113975234,0.621,59.355,58.929,15.23698009469022,7.502248468495987,15.949702183984115,0.477,0.2256953282764004,0.8688421659963684,0.26,7.276553140219587,15.08255697534321,0.482,0.3376945137368698,0.7907821276451322,0.427,6.411104888934141,13.19723735342531,0.486,0.5277537375485755,1.0962344516282303,0.481,2.3,1.8,4.0,1.0,0.9,1.9,6.1,6.3,12.4,0.649,0.058,0.408,8.7,33.0,20.7,1.5,1.8,5.4,8.0,20.0,4.0,1.9,5.9
Gorman Saunders,C,113,8,0.526,197141,2045,C PF ,RS SR,81.5,215,84.0,30.5,16,14,10,11,5,10,7,16,7,10,9,13,15,13,158,12,3,197141,2045,College,40,40,0.0,0.0,0.0,0.25,29.376,29.624,19.449,14.73316355930628,23.23549640314516,0.634,0.0,0.042753313381787,0.0,14.73316355930628,23.187166570626616,0.635,6.695540643530308,8.686357975351786,0.771,2.6023755971522577,9.760748006233383,12.363123603385642,0.6970648920943547,1.4190118250985424,3.525529379411495,3.1154153577337027,6.416720139334495,-1.025,3.054,28.44024759744968,0.0948008253248322,6.833094782236929,0.1840251315129096,0.3252969496440322,0.566,14.034239827499675,21.97892075766307,0.639,0.5111809208691935,0.8829488633195159,0.579,53.797,54.545,18.10248418736823,8.935741131176092,18.51498762489687,0.489,0.2273352277935649,0.6875057292144101,0.331,8.706572554771288,17.8293152442937,0.488,0.5041708680905674,0.7810065083875699,0.646,7.791731597763314,16.314969291410762,0.478,0.4088367403061692,0.7351727931066092,0.556,3.0,-1.0,2.0,1.1,0.2,1.3,-0.6,-0.4,-1.0,0.668,0.002,0.374,6.6,20.9,14.4,2.9,1.4,6.2,10.3,27.9,1.1,-1.4,-0.3
Thierno Bâ,C,120,8,0.535,213234,2045,C pf ,RS SR,80.0,215,88.0,47.5,12,8,7,13,11,14,12,7,10,7,9,11,8,6,133,11,2,213234,2045,College,41,41,0.0,0.0,0.0,5.609,21.22,26.855,11.316,8.710500490677134,14.98135426889107,0.583,0.043179587831207,0.043179587831207,1.0,8.663395485770362,14.934249263984295,0.58,4.739941118743866,7.519136408243375,0.63,3.354268891069676,11.617916975826924,14.9721858668966,1.1521099116781155,1.616745421173898,2.9523177256219,2.9205103042198237,6.140898972937088,1.197,2.997,16.847890088321883,0.0,5.939156035328753,0.0,0.043179587831207,0.0,8.423945044160941,14.361138370951911,0.587,0.2394504416094209,0.5260058881256133,0.455,50.95,51.214,15.860897410864215,7.808411762408716,16.288514859218182,0.487,0.2382161127816612,0.8591400788846799,0.277,7.574100831803804,15.429374780333502,0.491,0.2382161127816612,0.3807552622329831,0.626,6.9980864607333935,13.713047213652516,0.51,0.3319404850236264,1.3336197133596284,0.249,0.5,0.3,0.8,0.7,0.7,1.4,0.7,2.1,2.9,0.607,0.003,0.502,7.3,25.7,16.4,3.9,1.6,5.9,13.8,19.3,0.5,-0.3,0.2
