name,Primary_Position,team_id,conference_id,SOS,player_id,season_id,Pos,Class,height,weight,wingspan,vertical,IS,OS,Rng,Fin,Reb,IDef,PDef,IQ,Pass,Hnd,Drv,Str,Spd,Sta,SI,POT,Stars,player_id.1,season_id.1,game_type,GS,GP,PG_Min,SG_Min,SF_Min,PF_Min,C_Min,Min,PTS,FG_M,FG_A,eFG_P,_3P_M,_3P_A,_3P_P,_2P_M,_2P_A,_2P_P,FT_M,FT_A,FT_P,Off,Def,Rebs,AST,STL,BLK,TO,PF,PLUS,DIST,PITP,FBP,FD,F_M,F_A,F_P,IS_M,IS_A,IS_P,MR_M,MR_A,MR_P,Poss,O_Poss,O_PTS,O_FG_M,O_FG_A,O_eFG_P,O_3P_M,O_3P_A,O_3P_P,O_2P_M,O_2P_A,O_2P_P,O_F_M,O_F_A,O_F_P,O_IS_M,O_IS_A,O_IS_P,O_MR_M,O_MR_A,O_MR_P,OBPM,DBPM,BPM,AOBPM,ADBPM,ABPM,OEPM,DEPM,EPM,TS,_3PAr,FTr,ORB_P,DRB_P,TRB_P,AST_P,STL_P,BLK_P,TO_P,USG_P,OPM+,DPM+,EPM+
Jerry Winters,PF,889,14,0.546,199655,2045,PF sf c ,RS SR,78.0,200,84.0,28.0,17,15,8,11,7,13,15,12,12,13,15,15,9,11,174,13,4,199655,2045,College,41,41,0.024,0.462,0.196,29.023,0.0,29.633,13.927,9.811880834018814,16.878866993312116,0.585,0.1305389649869461,0.3039948499696006,0.429,9.681341869031868,16.574872143342514,0.584,5.146453989485355,6.45720825435428,0.797,2.4444762347555526,10.003031762167176,12.447507996922727,2.0081542147991844,1.958161682092986,0.5189663474399443,2.3085726547691428,5.132595010076151,-1.926,3.924,17.883838203211617,0.0894102499910589,5.015915024498409,0.4345338149565466,0.6580594399341941,0.66,8.501126569149887,14.393262043560672,0.591,0.7438932799256107,1.5271270698472874,0.487,55.922,56.073,13.831969040358103,6.657393041214131,13.395038610382896,0.517,0.5225331264601502,1.3892604283701604,0.376,6.133076525243879,12.00399479250263,0.511,0.6099192124551924,0.961246945945464,0.635,5.134378399586254,9.830042979687192,0.522,0.3923456922226383,1.216271645890179,0.323,2.0,0.4,2.4,1.2,0.7,1.9,3.8,4.5,8.3,0.631,0.018,0.383,5.4,21.4,13.6,6.9,2.0,1.0,10.5,19.9,2.8,0.7,3.5
J.C. Zuliani,PF,984,14,0.525,209911,2045,PF c ,RS SO,79.5,230,85.25,27.5,14,11,16,14,6,14,7,15,9,6,11,6,16,17,168,12,3,209911,2045,College,42,42,0.0,0.0,0.0,26.119,0.119,26.239,14.642,10.904347826086957,20.84057971014493,0.55,1.1014492753623186,3.267632850241546,0.337,9.797101449275363,17.576811594202898,0.557,5.383574879227053,7.176811594202899,0.75,3.223188405797101,9.267577936725212,12.490766342522312,1.1961352657004831,2.3405116736393605,1.3283464111511691,1.932367149758454,5.001060363608321,6.119,6.262,16.745893719806766,0.1855072463768116,5.476328502415459,0.3227053140096618,0.4135265700483091,0.78,7.959420289855072,14.446376811594202,0.551,1.4241545893719807,2.713043478260869,0.525,51.75,51.869,14.322620447666235,6.928994196919161,14.278277969500088,0.501,0.4569203184946692,1.332202278817791,0.343,6.475929746091113,12.948003624515607,0.5,0.2756945381634502,0.6400740326591992,0.431,5.186142011606162,10.098517418882183,0.514,1.0102373286548807,2.203628371474291,0.458,2.4,0.1,2.5,0.9,0.3,1.2,5.9,6.5,12.3,0.589,0.157,0.344,7.0,20.7,13.8,4.2,2.3,2.3,7.5,23.4,2.3,1.6,3.9
Wesley Shuler,PF,438,14,0.51,204270,2045,PF SF ,RS JR,78.5,225,81.25,25.0,11,17,7,12,14,13,9,13,11,7,10,10,7,16,165,12,3,204270,2045,College,45,45,0.177,0.0,0.044,30.157,1.022,31.401,12.245,8.290085139581423,17.52484651131237,0.485,0.4155218615379396,1.3941182456497403,0.298,7.877955293239712,16.13072826566263,0.488,3.768528883009396,4.9370781181099685,0.763,3.8075370577660186,11.569615083551714,15.377152141317731,1.54506292188189,2.84007759588878,0.8321138073035429,1.9978969505783384,4.841234727563558,9.445,6.21,13.27125945524236,0.0780163495132458,3.843153217326414,0.0,0.0356161595603948,0.0,6.555069366710763,13.264475424849904,0.494,1.246565584613819,2.8255486584579894,0.441,58.962,58.766,15.915665520879422,7.749378892556921,14.750025524963414,0.54,0.4169077357655787,1.5144811625770005,0.275,7.337576149474187,13.23724602661403,0.554,0.5649525235680496,0.8304121430759281,0.68,6.124289555184972,10.85151277949835,0.564,0.6415274138107069,1.5536194398121363,0.413,0.8,0.5,1.3,0.3,0.2,0.5,6.5,5.9,12.3,0.527,0.08,0.282,8.1,26.9,17.1,4.9,2.8,1.6,9.2,19.4,0.4,2.5,2.9
Victor Fischer,PF,224,14,0.535,197883,2045,PF SF sg ,RS SR,79.5,225,80.0,26.5,12,15,8,11,11,14,13,12,6,9,6,7,14,9,157,11,2,197883,2045,College,36,36,0.0,0.0,0.0,32.779,0.139,32.917,12.835,7.375535924078058,14.11177736073603,0.536,0.3799148624525106,1.2297645748462795,0.309,6.995621061625548,12.88353854838956,0.543,4.452174974443478,5.764330724279459,0.772,4.028012999496499,11.244194573453925,15.27220757295042,0.5904700874261912,1.3596920068442924,0.849425568320704,2.1192841122350896,4.3708750916646295,3.333,5.816,11.10297371111213,0.0,4.324010924459499,0.0411955874948505,0.1266382874841702,0.325,5.50952838681131,10.21345417372332,0.539,1.4418455623197692,2.543446087182069,0.567,65.541,65.456,15.020777316059643,7.255255438768026,14.17135174773894,0.53,0.5087386946956735,1.5292715717428498,0.333,6.746516744072355,12.646663407479831,0.533,0.210828648252261,0.6385969200684428,0.33,5.901674407235395,10.69573453923246,0.552,0.6324859447567831,1.316915179662674,0.48,0.8,0.5,1.3,0.7,0.6,1.3,3.9,2.3,6.2,0.588,0.087,0.408,8.8,25.2,16.9,1.8,1.4,1.6,11.3,17.1,2.2,0.3,2.5
Bernardo Molina,PF,233,14,0.544,204067,2045,PF sg sf ,RS JR,77.0,215,82.0,31.0,15,8,16,14,13,15,10,16,9,11,5,9,13,9,163,12,3,204067,2045,College,38,38,0.0,0.0,0.0,28.868,0.549,29.396,14.052,9.441503535012613,18.136924006110775,0.559,1.4033467154581307,3.320069634419299,0.423,8.041709596049314,14.820407148186309,0.543,4.671901090702384,7.149962695846805,0.653,4.162077663694177,11.017471013600296,15.179548677294472,0.9361566063878924,1.6221827330788043,1.067966289564896,2.19916865030021,4.585041434276968,3.236,5.788,15.426155540554944,0.0941485771130138,4.812235762248197,0.0941485771130138,0.0941485771130138,1.0,7.570966710484243,13.605357586954206,0.556,0.3268554375244253,1.1209009841190891,0.292,56.294,56.837,12.453155514893467,6.062951950314056,12.546404630786284,0.496,0.3237327797033622,1.0169431884159963,0.318,5.739219170610693,11.527702025089289,0.498,0.3677182117282755,0.7882189418864473,0.467,5.137498460509879,10.048032091771203,0.511,0.2287242465295494,0.6932104087126344,0.33,1.7,1.2,2.9,1.1,0.9,2.0,3.4,5.2,8.6,0.586,0.183,0.394,8.8,24.6,16.5,3.1,1.6,2.0,9.4,21.1,2.4,1.2,3.6
Charles Cunningham,PF,935,14,0.527,217682,2045,PF C ,SR,84.0,225,91.25,32.5,12,7,9,8,12,12,4,14,4,9,6,15,9,10,124,11,1,217682,2045,College,43,43,0.0,0.0,0.0,26.094,1.092,27.21,13.441,10.889883683904923,17.90256419861769,0.611,0.0880331154357639,0.1292401056397385,0.681,10.80185056846916,17.773324092977955,0.608,3.309670531382869,5.313828691303453,0.623,4.399782726778924,12.431760852377549,16.83154357915647,0.604993537994718,2.627913105681262,2.317307330296299,2.832044054018618,5.165468167614171,8.047,3.963,19.60516211204555,0.0899061604450355,4.615182902845155,0.039333945194703,0.0880331154357639,0.447,9.758564498304894,15.681132817621608,0.622,1.0002060349510198,2.004158159920583,0.499,53.389,53.122,14.92978427017055,7.222996122133956,15.671473212604944,0.476,0.4800271074131245,1.0918263619592634,0.44,6.742969014720831,14.577764391400926,0.463,0.5252061292873009,1.0071156959451828,0.521,6.038929257181582,12.82707729377659,0.471,0.1750687097624336,0.7454538609239111,0.235,1.5,1.6,3.0,0.7,0.7,1.4,2.4,5.7,8.1,0.622,0.007,0.297,10.2,26.5,18.7,2.0,2.6,4.4,12.3,21.0,1.8,3.5,5.3
Francis Finnegan,PF,893,14,0.536,201873,2045,PF SF sg ,RS JR,75.5,205,82.0,27.5,12,14,15,14,12,11,6,17,6,8,8,10,18,18,174,12,3,201873,2045,College,43,43,0.0,0.0,0.0,29.555,0.0,29.555,16.86,11.168214063052892,20.37845215427907,0.581,1.3294690548806174,3.0953544408310445,0.43,9.835374997893744,17.278042698030227,0.569,4.741604461893608,6.463679714223128,0.734,4.113097544947512,12.538443340430566,16.65154088537808,0.7852123948978045,1.8486599749907064,0.7857649802291392,1.44910441976848,4.792321470816858,8.651,6.978,16.460815205486377,0.2359007194971945,4.659039210069591,0.1567054779517077,0.2342157143579288,0.669,8.071174617082583,14.302323622087046,0.564,1.6074949028594534,2.7431883667245183,0.586,59.347,59.178,18.748521409983443,9.119943222143364,16.109027003278246,0.582,0.5103247828584947,1.260603602690189,0.405,8.602859170637737,14.85518266923519,0.579,0.6691675960661057,1.220047990807395,0.548,7.038088478826592,12.222447531177126,0.576,0.9040521815539558,1.4143769644124506,0.639,3.0,0.0,2.9,1.2,0.4,1.6,6.8,1.9,8.7,0.612,0.152,0.317,9.0,27.3,18.2,2.6,1.9,1.5,5.9,22.3,4.4,-0.2,4.2
Joel James,PF,211,14,0.55,210564,2045,PF C ,RS FR,84.0,255,87.25,30.5,15,7,6,8,9,9,4,12,5,6,5,11,8,8,108,10,2,210564,2045,College,40,41,0.0,0.0,0.0,28.122,0.683,28.78,10.708,7.56619758250328,15.169614689305588,0.512,0.3899188259898621,1.1662117613696783,0.334,7.174506398213463,14.005175286235866,0.512,3.457871043210096,5.620148169153876,0.615,2.552195951933643,10.204590374103024,12.756786326036666,0.9056750912764526,0.696212674275743,1.823329356671,3.285952288114566,5.208240594006516,-10.098,5.219,12.796426925667292,0.0886179149976959,4.969692673070788,0.129382155896636,0.129382155896636,1.0,6.2670589486370565,11.63198752259757,0.539,0.7780652936797704,2.245577966041614,0.346,56.422,56.161,17.759655276793502,8.643008493438508,15.984401987144103,0.556,0.4736382899164901,1.1324584676198786,0.418,8.165809013372268,14.851943519524225,0.55,0.6499172023290183,0.9134452734103736,0.712,7.079646017699115,12.724132405049769,0.556,0.4309040081195135,1.2143658410640836,0.355,-0.9,-0.7,-1.6,0.5,0.5,1.0,-3.2,-4.8,-8.0,0.538,0.077,0.37,5.8,23.1,14.5,3.1,0.7,3.3,15.7,19.2,-2.1,-2.9,-5.0
Roger Edwards,PF,404,14,0.55,209147,2045,PF C ,JR,81.0,225,87.25,43.0,7,13,7,8,12,14,10,9,5,9,7,15,11,8,136,12,3,209147,2045,College,39,39,0.0,0.0,0.743,28.589,0.0,29.333,9.052,6.98094782988095,14.065778811992269,0.517,0.5838233155346867,1.279840435478174,0.456,6.390891525212441,12.788016039558704,0.5,4.26128690448983,4.741227067794145,0.899,3.729405165070328,13.26271972304078,16.992124888111107,0.7999002721738588,1.9556123395223275,2.378057576194696,2.45372005568137,3.4846580254291424,7.077,6.251,10.334295983877336,0.3199601088695435,4.097151523965843,0.0498639130705782,0.1080384783195861,0.462,5.005090274459287,8.842533917849202,0.566,1.225821196318381,3.837443643389915,0.319,48.131,48.527,13.740804088445609,6.763245203701032,15.37494590640262,0.447,0.2101922641003976,0.6326375007727657,0.332,6.548931522657489,14.74024769715828,0.444,0.8984688936056217,1.687720238217899,0.532,5.386691944690584,12.6239000968533,0.427,0.2617099758897108,0.4224452366723679,0.62,0.3,2.4,2.7,0.8,1.3,2.1,3.6,6.1,9.7,0.582,0.091,0.337,8.2,28.3,18.4,2.7,2.0,4.5,13.2,16.7,0.9,4.9,5.8
Mateo Meza,PF,210,14,0.55,212049,2045,PF c ,RS FR,80.0,230,83.25,29.0,10,5,5,9,10,9,9,6,6,6,3,7,13,10,105,10,1,212049,2045,College,41,41,0.0,0.0,0.0,29.878,0.536,30.414,7.537,5.40587701542542,10.722761220073986,0.518,0.2983876596635723,0.7241571857332308,0.412,5.11097926990996,10.003838905562922,0.511,2.0433447337195503,3.489914148111956,0.586,2.299853423605779,12.47867756968258,14.77853099328836,1.0661687722482027,0.5979073243647235,1.973094170403588,2.9385077127102672,4.806119757319968,-6.78,5.406,8.93767013331472,0.0,3.489914148111956,0.0,0.1675158791093739,0.0,4.467090109583304,8.340894813987576,0.536,0.6386542891044881,1.4919382983178613,0.428,57.308,56.865,17.455376769541896,8.493801107887101,17.283038776048535,0.505,0.4712916556757232,1.5475248395322254,0.305,8.020750901257363,15.740789589378354,0.51,0.5170139804800844,0.9408247603974326,0.55,6.7334916029191945,13.597115976435417,0.495,0.7737624197661127,1.1993317506374748,0.645,-1.7,0.8,-0.9,0.2,0.9,1.1,-1.7,-2.3,-4.1,0.536,0.068,0.325,5.2,26.0,16.0,3.6,0.6,3.5,19.3,14.0,-1.0,-0.8,-1.8
Kahil Douglas,PF,230,14,0.544,205625,2045,PF SF c ,RS JR,78.5,230,82.0,31.0,14,8,12,12,12,7,10,14,9,7,8,8,13,8,141,12,3,205625,2045,College,43,43,0.0,0.0,0.0,27.907,0.0,27.907,10.907,8.534030368936689,16.98026617714548,0.522,0.6504778817566894,2.272681924297145,0.286,7.883552487179999,14.707584252848337,0.536,4.034559131631981,6.307241055929127,0.64,3.896881297763234,11.078339544430936,14.975220842194172,1.6700919847556717,1.5305207357659578,0.5580023515813388,2.8333699144003037,3.8940592678212,1.187,5.253,14.571901749905225,0.0957758844304327,5.521080671229323,0.2314583873735459,0.2773509986631283,0.835,7.0574854839675165,12.806033880719117,0.551,0.608575932318375,1.6222040425404551,0.375,50.117,50.179,16.684270312282028,8.158791526335719,14.64556886346878,0.57,0.3726658562346798,0.972518384184619,0.383,7.784132804559676,13.671057613742802,0.569,0.8788537037406086,1.345184240419299,0.653,6.630263656111122,11.678192072380876,0.568,0.2790011757906694,0.6516670320253493,0.428,0.8,-0.2,0.6,0.8,0.6,1.4,0.8,-1.4,-0.6,0.551,0.134,0.371,8.4,24.3,16.2,5.5,1.5,1.0,12.5,20.1,-0.1,0.1,0.0
Randall Hines,PF,437,14,0.526,206662,2045,PF C ,JR,82.5,265,84.0,28.0,14,12,9,8,9,7,4,13,9,8,10,10,6,12,135,11,3,206662,2045,College,1,41,0.0,0.0,0.05,21.025,1.245,22.319,12.292,11.41274502781558,19.39211613303727,0.608,0.7568703292505312,2.096315927703364,0.361,10.65587469856505,17.29818780889621,0.616,5.768450206527708,7.041042905236014,0.819,4.015949191796193,12.0849263026281,16.100875494424294,0.63987775469761,0.7670297434417754,0.9377479622015436,2.972566435069121,4.8089639087258655,1.389,5.865,18.401260654680897,0.1193801781152257,6.109877515937254,0.0,0.0525272783706993,0.0,9.204211732683904,13.683356015567174,0.673,1.456438173005754,3.555141704271423,0.41,41.883,41.589,18.06246844117435,8.737887422154897,16.189376998725624,0.558,0.5866935968645556,1.2310947606338214,0.477,8.151193825290342,14.951068792228714,0.545,0.7622207795330497,1.1108706629156748,0.686,7.098030729279377,13.138089398639064,0.54,0.2933467984322778,0.7021087306739763,0.418,2.3,0.1,2.4,0.9,0.3,1.2,-1.9,-3.9,-5.8,0.652,0.108,0.363,8.6,25.9,17.3,2.5,0.8,1.6,11.7,22.6,2.3,-1.9,0.4
James Robinson,PF,880,14,0.54,204848,2045,PF C ,RS JR,81.0,225,85.0,32.0,11,9,8,7,11,14,6,16,6,11,6,14,12,13,140,12,2,204848,2045,College,40,40,0.0,0.0,0.0,31.1,0.299,31.4,14.724,9.748627660998794,17.44544115678136,0.579,0.7112732628196545,1.5899049404204044,0.447,9.035680814031329,15.85888338465658,0.57,4.434997991699023,5.941223724728879,0.746,3.347168295621904,12.666778130747366,16.01394642636927,1.591578524568215,1.1302457782979436,1.7555592710249122,1.673584147810952,3.59304464136432,0.399,4.998,16.151760610523496,0.0,4.898580800642656,0.0853527915383585,0.0853527915383585,1.0,7.949524702102022,13.388673182487617,0.594,0.9623108849912974,2.383183826482796,0.404,59.752,59.81,12.626651061695368,6.186256478849691,13.962548068884804,0.452,0.2507941815749874,1.3358970071894332,0.188,5.938806219695703,12.624979100484868,0.47,0.5851864236749706,1.0031767262999498,0.583,4.977428523658251,10.448085604413976,0.476,0.3761912723624812,1.1720448085604411,0.321,2.4,2.2,4.6,1.2,1.1,2.3,6.4,6.4,12.8,0.614,0.091,0.341,7.4,26.5,17.2,5.5,1.1,3.3,7.7,19.6,3.9,2.7,6.6
Aiden West,PF,929,15,0.54,209370,2045,PF ,RS SO,79.5,225,83.25,29.0,15,16,12,7,10,6,7,17,9,7,9,6,16,8,156,11,3,209370,2045,College,41,42,0.0,0.021,2.45,22.691,0.072,25.24,12.095,9.026283051282558,17.67737603917774,0.564,1.8798996860251571,5.831243458857448,0.322,7.150332734345688,11.84810726486444,0.604,3.949369088288146,5.169724136569183,0.764,2.164254260381904,10.786156677285948,12.950410937667852,1.3190892754882408,1.5572748679185549,0.65694441696183,1.082127130190952,4.523418485466094,5.144,8.806,10.813372563732944,0.2804052052684583,4.6543314705475805,0.2843545743567465,0.3277976343279161,0.867,5.12430639205387,8.228510495448353,0.623,1.7377223988467845,3.289824450544025,0.528,50.641,50.537,20.49389556166769,9.753250093990545,17.050873617349666,0.601,0.9893741219304668,1.8837683281556088,0.525,8.759918475572352,15.16908403743792,0.577,0.4709420820389022,0.8508617448602015,0.553,7.020598769218593,11.589528464293489,0.606,1.2703563725587197,2.73463007301581,0.465,2.1,-1.3,0.9,1.1,0.2,1.3,7.6,0.3,7.9,0.599,0.33,0.292,4.6,24.6,14.2,4.3,1.6,1.2,5.1,18.9,4.0,-1.6,2.4
J.R. Linn,PF,12,15,0.528,205709,2045,PF C ,RS JR,83.5,255,85.0,25.5,14,12,11,9,8,8,5,5,7,8,5,9,10,13,129,9,1,205709,2045,College,41,43,0.0,0.0,0.0,28.697,0.302,28.998,16.024,11.345980126467932,19.497741644083103,0.583,0.037940379403794,0.1246612466124661,0.304,11.302619692863596,19.365853658536583,0.584,6.21680216802168,8.151761517615174,0.763,3.696476964769648,11.185205429534482,14.88168239430413,0.3794037940379403,1.3992894233397104,1.696274027512071,3.228545618789521,5.637241504964926,4.419,3.769,21.510388437217703,0.1680216802168021,5.882565492321589,0.0,0.0,,10.757000903342366,18.07226738934056,0.595,0.5510388437217706,1.2990063233965672,0.424,55.35,54.885,17.328960553885395,8.521453949166439,17.582217363578394,0.493,0.2969846041723604,1.310011842944338,0.227,8.219003370684158,16.272205520634053,0.505,0.8891318210804409,1.4831010294251616,0.6,6.863441741823814,13.898150678691811,0.494,0.4664298077799034,0.8909538125170811,0.524,1.6,0.4,2.0,0.8,0.4,1.2,-1.7,-0.5,-2.2,0.627,0.006,0.418,9.4,23.3,17.0,1.3,1.4,3.0,12.3,24.2,0.9,-0.1,0.8
Terence Brunson,PF,187,15,0.542,204350,2045,PF C sf ,RS JR,81.0,240,82.0,27.0,13,14,4,10,14,14,12,12,8,8,5,10,10,14,154,11,2,204350,2045,College,43,43,0.0,0.069,0.162,28.234,1.395,29.885,12.628,8.8195654908444,17.75952847310823,0.511,0.4995597405164514,1.2974177433556755,0.385,8.31461481787633,16.4657046847203,0.505,4.557134899099714,6.310984923358911,0.722,3.886862297615411,11.545613750022566,15.432476047637977,1.4196122122589805,1.5526548592680858,1.0904692267417715,3.1357257093568616,4.910722345592085,2.093,5.975,13.542022318460347,0.170712860967852,4.55354094413197,0.0862549192258621,0.0862549192258621,1.0,6.643425757875255,12.575248432137146,0.528,1.5454006361300292,3.802404355873421,0.406,55.649,55.389,16.04109119139179,7.8950694181155106,14.611204390763508,0.549,0.250952355160772,0.7131379876870859,0.352,7.644117062954738,13.896260990449369,0.55,0.8810413620032858,1.5544602718951417,0.567,6.42365812706494,11.590749065698963,0.554,0.3358067486323999,0.7546624781093718,0.445,0.4,0.3,0.8,0.7,0.6,1.3,-1.0,-0.8,-1.8,0.552,0.073,0.355,8.3,25.9,16.9,4.7,1.6,2.0,13.2,20.9,-1.1,-0.3,-1.4
Brendan Meyer,PF,222,15,0.528,200514,2045,PF C ,RS SR,82.5,265,85.0,32.0,9,13,10,12,14,8,6,19,8,10,5,8,6,10,146,11,2,200514,2045,College,5,41,0.0,0.0,0.0,21.388,3.194,24.657,9.901,9.112533902449869,15.18162820683829,0.602,0.0533546752034147,0.2200880352140856,0.242,9.056956115779643,14.970432617491442,0.605,3.741496598639456,5.424391979013827,0.69,2.874483126583967,11.873520235434691,14.748003362018656,1.680672268907563,1.624145332241719,2.863275285995619,3.303543639678093,5.020689044763571,3.363,3.129,16.920101373882886,0.2200880352140856,4.877506558178827,0.0,0.0511315637366057,0.0,8.461162242674849,13.774398648348226,0.614,0.5935707616379886,1.1404561824729893,0.52,44.982,45.193,15.10853450755648,7.394950545438453,16.079923882017127,0.47,0.3252716128603987,1.0798132454141127,0.301,7.069678932578054,15.002323368663289,0.471,0.6970105989865688,1.2966609873210453,0.538,5.82833624676388,12.415639590202025,0.469,0.5399066227070564,1.2966609873210453,0.416,0.7,1.3,2.0,0.5,0.7,1.2,-0.9,1.8,0.9,0.626,0.014,0.357,7.2,26.8,17.6,5.3,1.6,5.3,15.8,19.1,0.6,1.7,2.3
Stacy Tierney,PF,102,15,0.521,210652,2045,PF C sf ,RS FR,78.0,225,84.0,32.5,7,10,11,7,12,10,5,13,7,5,5,9,9,11,123,12,3,210652,2045,College,0,41,0.0,0.0,0.05,18.096,2.268,20.367,5.22,5.496009122006841,11.987837324211323,0.492,0.800709489421006,2.4730774103636133,0.324,4.695299632585835,9.514759913847712,0.493,1.4215127328012165,2.4071962498416317,0.591,4.140377549727607,11.128006285004687,15.268383834732294,1.6090206512099328,2.5342760840365948,2.7218125142553027,3.273786899784619,4.016827593198002,3.465,6.565,7.416698340301532,0.0,3.152160141897884,0.0582794881540605,0.0582794881540605,1.0,3.643734955023438,7.290003800836183,0.5,0.9856835170404156,2.1614088432788545,0.456,39.465,39.459,16.749030639397855,7.970298284295091,16.444917509313463,0.509,0.805899794723637,1.482551509161408,0.544,7.16693276565549,14.957297447983985,0.479,1.1683012747408703,1.670087939380116,0.7,5.316911224308775,11.868014901543372,0.448,0.6741174383537343,1.41412605489242,0.477,-1.5,0.4,-1.1,-0.1,0.3,0.2,0.7,1.8,2.5,0.507,0.206,0.201,9.3,24.6,17.0,4.7,2.6,4.9,20.1,14.8,-1.8,3.4,1.6
Andrian Calvin,PF,111,15,0.529,207585,2045,PF C ,JR,81.5,230,81.0,34.0,9,10,12,10,14,12,11,13,10,9,9,17,9,13,152,13,4,207585,2045,College,41,41,0.0,0.0,0.0,27.878,0.0,27.878,9.66,7.340913221721832,15.120059777450168,0.533,1.427792475311509,3.9865096835430256,0.358,5.909081729507038,11.129511077003857,0.531,3.402871741018236,4.630732879617101,0.735,3.003009067592948,13.53726720566349,16.54027627325644,1.3328755780842942,2.9926390732472545,2.162020835847311,2.7081608336530887,5.93700977434536,1.538,7.976,9.164529353555343,0.1979118282610013,4.5822646767776725,0.1474241169699295,0.2928287254882161,0.503,4.4328210513561,8.02956560373205,0.552,1.3308560696326517,2.805097239331946,0.474,49.517,49.722,12.950002011182177,6.13410562728772,13.100840674148264,0.494,0.6878243031253771,1.4701741683761715,0.468,5.444270141989461,11.624632959253448,0.468,0.4927396323558987,0.6858131209524959,0.718,4.173203008728531,9.315795824785807,0.448,0.7843610474236756,1.6169904669965005,0.485,0.2,2.2,2.4,0.4,0.9,1.3,1.5,8.0,9.4,0.569,0.264,0.306,6.4,30.9,18.2,4.4,3.0,4.3,13.6,17.6,0.1,3.3,3.4
Brett Callaway,PF,81,15,0.54,205476,2045,PF c ,RS JR,78.0,235,83.0,30.5,10,12,8,12,11,13,14,16,7,7,8,12,15,17,163,12,3,205476,2045,College,41,41,0.0,0.0,0.0,32.975,0.0,32.975,11.878,7.533760892516664,14.64363940057673,0.528,0.3844881108082129,1.2291013378295332,0.313,7.149272781708451,13.412962291801264,0.533,3.2681489418698098,4.26718772159279,0.766,3.189360394573045,9.763196608507204,12.95255700308025,1.4591638959360869,2.3933435626492874,0.4619010709144691,2.7308110493058733,4.169764462090893,1.073,6.295,11.451127464111815,0.2300625581065536,3.6873040134885993,0.152849781755724,0.1922440554041064,0.795,5.571926064827217,10.338633176281496,0.539,1.4213453932336395,2.8805092891697264,0.493,63.461,63.217,14.23667684325419,6.941170887577708,13.466314440735877,0.528,0.3480076561684357,1.1990445607985194,0.29,6.59632693737444,12.270433585902529,0.538,0.4619010709144691,0.8526187576126675,0.542,5.5538858218517175,10.259898445038518,0.541,0.5789581916256703,1.1579163832513406,0.5,0.0,0.1,0.1,0.6,0.6,1.2,2.4,3.6,6.0,0.566,0.084,0.291,7.3,22.5,14.8,4.6,2.4,0.9,14.2,17.6,-0.0,2.1,2.1
Don Leblanc,PF,969,15,0.529,198616,2045,PF SF c ,RS SR,79.5,215,85.0,28.0,12,7,10,12,15,7,12,12,8,16,14,6,17,16,165,11,3,198616,2045,College,41,41,0.0,0.0,0.0,32.854,0.0,32.854,14.513,8.592107989698352,15.379947307658153,0.559,0.0,0.0325626831650928,0.0,8.592107989698352,15.342944258606908,0.56,4.292353689944052,6.0670199224416095,0.707,4.079216127408898,13.380710961775767,17.459927089184667,1.2655042775524703,1.8837067542855443,0.8325775709549369,2.0203664781978032,4.495918883156659,9.511,3.704,16.173292679316774,0.5032414670968889,4.9791302803351,0.9013942748882507,1.372073058820047,0.657,7.184512003789112,12.703886800272343,0.566,0.5047215890589385,1.2640241555904206,0.399,67.562,67.261,16.101455524003512,7.905026687084642,14.86596987853288,0.541,0.2884286585093888,1.3083361829291864,0.22,7.612137791587993,13.562093932590953,0.561,0.4698116293245714,0.8652859755281664,0.543,6.636832637040782,11.531199357725876,0.576,0.5054935252226402,1.1566881253623944,0.437,1.6,1.2,2.7,0.8,0.7,1.5,5.3,3.2,8.6,0.595,0.002,0.394,8.8,29.8,19.1,3.8,1.9,1.5,10.1,18.0,2.9,1.5,4.4
Will Parsons,PF,459,15,0.536,205560,2045,PF C ,SR,82.5,235,87.0,33.0,16,7,9,7,13,11,4,5,5,10,8,5,7,7,117,10,1,205560,2045,College,36,38,0.0,0.0,0.0,22.369,5.499,27.842,12.0,9.865072789679251,18.06919951079023,0.553,0.2564406044107783,1.13820175957707,0.225,9.600741705132757,16.923107271077445,0.567,3.688799463447351,6.229534067147986,0.592,2.2842939992898565,11.11551809618245,13.399812095472306,0.4142502071251036,2.092216162617749,2.5562716906296483,2.6985442064149603,5.8423401090728815,0.394,4.337,18.376928236083163,0.0,4.773740482108336,0.0493155008482266,0.0493155008482266,1.0,9.135203377125498,15.52451966702174,0.588,0.4142502071251036,1.347299483173551,0.307,50.694,50.425,14.611799702528508,7.046108081308875,13.832424392662372,0.528,0.5215666831928607,1.1462568170550322,0.455,6.524541398116014,12.682201289043132,0.514,0.6246901338621715,1.096678235002479,0.57,5.114526524541399,10.33415964303421,0.495,0.78135845314824,1.251363411006445,0.624,0.2,0.6,0.8,0.5,0.6,1.1,1.3,3.3,4.7,0.569,0.063,0.345,5.3,25.4,15.4,1.4,2.1,4.7,11.5,21.3,-0.4,0.2,-0.2
